#Name 	 Z_Estimate 	 Err_down 	 Err_up
 rs0373 	 8.634079 	 0.065390 	 0.065390 
 rs0374 	 8.601384 	 0.163476 	 0.163476 
 rs0376 	 8.666774 	 0.065390 	 0.098085 
 rs0377 	 8.699469 	 0.098085 	 0.130780 
 rs0378 	 8.732164 	 0.065390 	 0.032695 
 rs0380 	 8.568689 	 0.065390 	 0.098085 
 rs0382 	 8.732164 	 0.032695 	 0.032695 
 rs0384 	 8.634079 	 0.098085 	 0.065390 
 rs0386 	 8.568689 	 0.098085 	 0.065390 
 rs0389 	 8.437908 	 0.065390 	 0.098085 
 rs0390 	 8.666774 	 0.000000 	 0.032695 
 rs0391 	 8.764859 	 0.098085 	 0.065390 
 rs0392 	 8.470603 	 0.065390 	 0.065390 
 rs0393 	 8.634079 	 0.065390 	 0.065390 
 rs0394 	 8.437908 	 0.065390 	 0.098085 
 rs0396 	 8.666774 	 0.000000 	 0.000000 
 rs0401 	 8.764859 	 0.065390 	 0.065390 
 rs0402 	 8.535994 	 0.032695 	 0.000000 
 rs0405 	 8.732164 	 0.032695 	 0.032695 
 rs0406 	 8.666774 	 0.032695 	 0.032695 
 rs0408 	 8.568689 	 0.065390 	 0.065390 
 rs0409 	 8.732164 	 0.065390 	 0.065390 
 rs0410 	 8.535994 	 0.163476 	 0.130780 
 rs0411 	 8.535994 	 0.065390 	 0.098085 
 rs0416 	 8.535994 	 0.130780 	 0.130780 
 rs0418 	 8.568689 	 0.065390 	 0.065390 
 rs0419 	 8.634079 	 0.065390 	 0.065390 
 rs0420 	 8.732164 	 0.065390 	 0.065390 
 rs0421 	 8.470603 	 0.098085 	 0.098085 
 rs0422 	 8.470603 	 0.098085 	 0.098085 
 rs0424 	 8.503298 	 0.065390 	 0.065390 
 rs0425 	 8.699469 	 0.065390 	 0.065390 
 rs0427 	 8.601384 	 0.098085 	 0.065390 
 rs0428 	 8.634079 	 0.065390 	 0.098085 
 rs0429 	 8.568689 	 0.098085 	 0.098085 
 rs0430 	 8.568689 	 0.130780 	 0.098085 
 rs0432 	 8.176347 	 0.032695 	 0.032695 
 rs0435 	 8.634079 	 0.163476 	 0.130780 
 rs0437 	 8.470603 	 0.065390 	 0.032695 
 rs0440 	 8.699469 	 0.032695 	 0.000000 
 rs0442 	 8.568689 	 0.130780 	 0.098085 
 rs0444 	 8.470603 	 0.032695 	 0.065390 
 rs0449 	 8.764859 	 0.065390 	 0.032695 
 rs0451 	 8.961030 	 0.301030 	 -0.301030 
 rs0452 	 8.634079 	 0.032695 	 0.065390 
 rs0453 	 8.764859 	 0.032695 	 0.065390 
 rs0454 	 8.699469 	 0.065390 	 0.098085 
 rs0456 	 8.666774 	 0.098085 	 0.065390 
 rs0458 	 8.764859 	 0.098085 	 0.098085 
 rs0460 	 8.535994 	 0.098085 	 0.098085 
 rs0461 	 8.764859 	 0.065390 	 0.065390 
 rs0463 	 8.535994 	 0.065390 	 0.065390 
 rs0466 	 8.732164 	 0.032695 	 0.032695 
 rs0467 	 8.634079 	 0.163476 	 0.130780 
 rs0468 	 8.666774 	 0.065390 	 0.098085 
 rs0469 	 8.503298 	 0.065390 	 0.098085 
 rs0470 	 8.503298 	 0.130780 	 0.294256 
 rs0472 	 8.405213 	 0.065390 	 0.098085 
 rs0473 	 8.503298 	 0.098085 	 0.098085 
 rs0477 	 8.405213 	 0.065390 	 0.032695 
 rs0480 	 8.666774 	 0.098085 	 0.130780 
 rs0485 	 8.535994 	 0.065390 	 0.098085 
 rs0492 	 7.914787 	 0.196171 	 0.980853 
 rs0493 	 8.601384 	 0.098085 	 0.065390 
 rs0494 	 8.732164 	 0.065390 	 0.065390 
 rs0495 	 8.601384 	 0.098085 	 0.130780 
 rs0496 	 8.732164 	 0.065390 	 0.098085 
 rs0502 	 8.797554 	 0.032695 	 0.032695 
 rs0503 	 8.732164 	 0.032695 	 0.032695 
 rs0505 	 8.764859 	 0.065390 	 0.098085 
 rs0508 	 8.601384 	 0.098085 	 0.130780 
 rs0512 	 8.764859 	 0.130780 	 0.098085 
 rs0516 	 8.503298 	 0.065390 	 0.065390 
 rs0517 	 8.732164 	 0.065390 	 0.130780 
 rs0519 	 8.634079 	 0.065390 	 0.098085 
 rs0520 	 8.634079 	 0.065390 	 0.065390 
 rs0521 	 8.666774 	 0.065390 	 0.065390 
 rs0522 	 8.732164 	 0.065390 	 0.065390 
 rs0526 	 8.634079 	 0.065390 	 0.098085 
 rs0528 	 8.797554 	 0.065390 	 0.065390 
 rs0529 	 8.601384 	 0.065390 	 0.032695 
 rs0531 	 8.797554 	 0.098085 	 0.065390 
 rs0532 	 8.634079 	 0.032695 	 0.065390 
 rs0534 	 8.634079 	 0.065390 	 0.065390 
 rs0536 	 8.568689 	 0.065390 	 0.065390 
 rs0537 	 8.699469 	 0.032695 	 0.000000 
 rs0538 	 8.699469 	 0.065390 	 0.065390 
 rs0541 	 8.732164 	 0.065390 	 0.065390 
 rs0543 	 8.601384 	 0.098085 	 0.098085 
 rs0545 	 8.470603 	 0.163476 	 0.196171 
 rs0546 	 8.666774 	 0.032695 	 0.065390 
 rs0548 	 8.535994 	 0.098085 	 0.098085 
 rs0549 	 8.634079 	 0.065390 	 0.098085 
 rs0553 	 8.601384 	 0.065390 	 0.098085 
 rs0554 	 8.797554 	 0.065390 	 0.032695 
 rs0555 	 8.732164 	 0.065390 	 0.065390 
 rs0556 	 8.241738 	 0.098085 	 0.000000 
 rs0559 	 8.568689 	 0.065390 	 0.098085 
 rs0560 	 8.764859 	 0.065390 	 0.065390 
 rs0561 	 8.699469 	 0.032695 	 0.032695 
 rs0566 	 8.568689 	 0.065390 	 0.065390 
 rs0567 	 8.666774 	 0.032695 	 0.032695 
 rs0568 	 8.634079 	 0.098085 	 0.098085 
 rs0571 	 8.503298 	 0.130780 	 0.163476 
 rs0572 	 8.764859 	 0.065390 	 0.065390 
 rs0573 	 8.601384 	 0.098085 	 0.065390 
 rs0574 	 8.699469 	 0.065390 	 0.065390 
 rs0578 	 8.732164 	 0.065390 	 0.065390 
 rs0579 	 8.764859 	 0.065390 	 0.130780 
 rs0582 	 8.961030 	 0.301030 	 -0.301030 
 rs0585 	 8.634079 	 0.098085 	 0.065390 
 rs0586 	 8.535994 	 0.098085 	 0.098085 
 rs0587 	 8.699469 	 0.032695 	 0.032695 
 rs0591 	 8.797554 	 0.098085 	 0.065390 
 rs0595 	 8.601384 	 0.000000 	 0.000000 
 rs0598 	 8.732164 	 0.065390 	 0.065390 
 rs0599 	 8.699469 	 0.032695 	 0.065390 
 rs0602 	 8.732164 	 0.130780 	 0.098085 
 rs0603 	 8.699469 	 0.000000 	 0.000000 
 rs0609 	 8.666774 	 0.032695 	 0.065390 
 rs0610 	 8.666774 	 0.032695 	 0.032695 
 rs0612 	 8.732164 	 0.000000 	 0.000000 
 rs0615 	 8.732164 	 0.098085 	 0.065390 
 rs0620 	 8.666774 	 0.098085 	 0.065390 
 rs0623 	 8.601384 	 0.130780 	 0.098085 
 rs0626 	 8.634079 	 0.196171 	 0.163476 
 rs0627 	 8.699469 	 0.065390 	 0.065390 
 rs0630 	 8.732164 	 0.098085 	 0.098085 
 rs0636 	 8.666774 	 0.032695 	 0.032695 
 rs0637 	 8.732164 	 0.065390 	 0.098085 
 rs0641 	 8.699469 	 0.065390 	 0.065390 
 rs0645 	 8.732164 	 0.098085 	 0.098085 
 rs0650 	 8.601384 	 0.032695 	 0.000000 
 rs0656 	 8.699469 	 0.065390 	 0.032695 
 rs0660 	 8.797554 	 0.098085 	 0.065390 
 rs0667 	 8.732164 	 0.032695 	 0.065390 
 rs0671 	 8.666774 	 0.098085 	 0.098085 
 rs0672 	 8.699469 	 0.000000 	 0.000000 
 rs0679 	 8.699469 	 0.098085 	 0.098085 
 rs0691 	 8.764859 	 0.098085 	 0.098085 
 rs0696 	 8.797554 	 0.065390 	 0.065390 
 rs0703 	 8.797554 	 0.098085 	 0.098085 
 rs0708 	 8.732164 	 0.032695 	 0.065390 
 rs0710 	 8.634079 	 0.098085 	 0.130780 
 rs0713 	 8.437908 	 0.098085 	 0.392341 
 rs0720 	 8.732164 	 0.065390 	 0.065390 
 rs0722 	 8.601384 	 0.065390 	 0.098085 
 rs0724 	 8.764859 	 0.065390 	 0.065390 
 rs0726 	 8.568689 	 0.098085 	 0.098085 
 rs0727 	 8.568689 	 0.065390 	 0.098085 
 rs0731 	 8.666774 	 0.065390 	 0.065390 
 rs0733 	 8.764859 	 0.065390 	 0.065390 
 rs0734 	 8.699469 	 0.065390 	 0.065390 
 rs0738 	 8.699469 	 0.065390 	 0.098085 
 rs0740 	 8.634079 	 0.098085 	 0.130780 
 rs0741 	 8.764859 	 0.065390 	 0.065390 
 rs0743 	 8.535994 	 0.098085 	 0.163476 
 rs0744 	 8.699469 	 0.032695 	 0.032695 
 rs0745 	 8.699469 	 0.032695 	 0.032695 
 rs0747 	 8.764859 	 0.098085 	 0.065390 
 rs0751 	 8.764859 	 0.098085 	 0.098085 
 rs0754 	 8.699469 	 0.065390 	 0.098085 
 rs0756 	 8.634079 	 0.098085 	 0.065390 
 rs0758 	 8.732164 	 0.065390 	 0.065390 
 rs0763 	 8.699469 	 0.065390 	 0.098085 
 rs0766 	 8.764859 	 0.065390 	 0.098085 
 rs0768 	 8.699469 	 0.065390 	 0.065390 
 rs0769 	 8.699469 	 0.130780 	 0.130780 
 rs0774 	 8.601384 	 0.098085 	 0.130780 
 rs0775 	 8.601384 	 0.098085 	 0.098085 
 rs0777 	 8.437908 	 0.098085 	 0.098085 
 rs0778 	 8.634079 	 0.098085 	 0.098085 
 rs0779 	 8.732164 	 0.032695 	 0.065390 
 rs0781 	 8.732164 	 0.065390 	 0.032695 
 rs0782 	 8.470603 	 0.065390 	 0.065390 
 rs0784 	 8.699469 	 0.000000 	 0.000000 
 rs0785 	 8.143652 	 0.457731 	 0.523122 
 rs0786 	 8.601384 	 0.130780 	 0.130780 
 rs0788 	 8.535994 	 0.065390 	 0.065390 
 rs0790 	 8.535994 	 0.130780 	 0.130780 
 rs0793 	 8.666774 	 0.065390 	 0.065390 
 rs0797 	 8.503298 	 0.000000 	 0.000000 
 rs0798 	 8.601384 	 0.032695 	 0.000000 
 rs0800 	 8.732164 	 0.163476 	 0.032695 
 rs0802 	 8.634079 	 0.130780 	 0.098085 
 rs0804 	 8.372518 	 0.032695 	 0.032695 
 rs0805 	 8.241738 	 0.032695 	 0.065390 
 rs0806 	 8.764859 	 0.098085 	 0.065390 
 rs0808 	 8.961030 	 0.301030 	 -0.301030 
 rs0809 	 8.764859 	 0.065390 	 0.065390 
 rs0810 	 8.568689 	 0.098085 	 0.130780 
 rs0811 	 8.764859 	 0.065390 	 0.065390 
 rs0812 	 8.732164 	 0.065390 	 0.098085 
 rs0815 	 8.568689 	 0.065390 	 0.065390 
 rs0818 	 8.568689 	 0.065390 	 0.098085 
 rs0823 	 8.764859 	 0.032695 	 0.065390 
 rs0828 	 8.634079 	 0.098085 	 0.098085 
 rs0830 	 8.666774 	 0.098085 	 0.065390 
 rs0831 	 8.764859 	 0.098085 	 0.065390 
 rs0832 	 8.535994 	 0.098085 	 0.098085 
 rs0833 	 8.666774 	 0.065390 	 0.065390 
 rs0834 	 8.732164 	 0.065390 	 0.032695 
 rs0838 	 8.732164 	 0.065390 	 0.065390 
 rs0839 	 8.797554 	 0.098085 	 0.098085 
 rs0840 	 8.601384 	 0.065390 	 0.065390 
 rs0842 	 8.437908 	 0.065390 	 0.098085 
 rs0843 	 8.732164 	 0.098085 	 0.065390 
 rs0846 	 8.699469 	 0.098085 	 0.098085 
 rs0847 	 8.699469 	 0.065390 	 0.098085 
 rs0850 	 8.797554 	 0.098085 	 0.098085 
 rs0855 	 8.764859 	 0.130780 	 0.098085 
 rs0866 	 8.732164 	 0.065390 	 0.065390 
 rs0868 	 8.732164 	 0.065390 	 0.065390 
 rs0869 	 8.535994 	 0.065390 	 0.032695 
 rs0871 	 8.634079 	 0.098085 	 0.098085 
 rs0873 	 8.699469 	 0.032695 	 0.065390 
 rs0875 	 8.666774 	 0.032695 	 0.032695 
 rs0880 	 8.732164 	 0.065390 	 0.065390 
 rs0882 	 8.699469 	 0.032695 	 0.032695 
 rs0886 	 8.634079 	 0.000000 	 0.032695 
 rs0887 	 8.732164 	 0.032695 	 0.065390 
 rs0893 	 8.535994 	 0.065390 	 0.098085 
 rs0896 	 8.666774 	 0.000000 	 0.000000 
 rs0897 	 8.666774 	 0.032695 	 0.065390 
 rs0899 	 8.666774 	 0.261561 	 0.196171 
 rs0900 	 8.535994 	 0.065390 	 0.065390 
 rs0906 	 8.535994 	 0.065390 	 0.065390 
 rs0907 	 8.666774 	 0.098085 	 0.098085 
 rs0909 	 8.666774 	 0.098085 	 0.065390 
 rs0916 	 8.634079 	 0.065390 	 0.065390 
 rs0919 	 8.568689 	 0.098085 	 0.098085 
 rs0920 	 8.666774 	 0.130780 	 0.098085 
 rs0921 	 8.732164 	 0.032695 	 0.065390 
 rs0923 	 8.601384 	 0.196171 	 0.196171 
 rs0927 	 8.764859 	 0.130780 	 0.098085 
 rs0930 	 8.601384 	 0.098085 	 0.098085 
 rs0932 	 8.568689 	 0.098085 	 0.098085 
 rs0933 	 8.568689 	 0.130780 	 0.098085 
 rs0934 	 8.666774 	 0.065390 	 0.065390 
 rs0935 	 8.634079 	 0.065390 	 0.098085 
 rs0944 	 8.634079 	 0.098085 	 0.098085 
 rs0945 	 8.699469 	 0.065390 	 0.065390 
 rs0950 	 8.568689 	 0.098085 	 0.065390 
 rs0953 	 8.764859 	 0.032695 	 0.032695 
 rs0954 	 8.699469 	 0.000000 	 0.032695 
 rs0957 	 8.437908 	 0.065390 	 0.098085 
 rs0958 	 8.732164 	 0.065390 	 0.098085 
 rs0959 	 8.437908 	 0.098085 	 0.294256 
 rs0960 	 8.535994 	 0.196171 	 0.163476 
 rs0962 	 8.699469 	 0.098085 	 0.098085 
 rs0967 	 8.634079 	 0.065390 	 0.098085 
 rs0970 	 8.732164 	 0.065390 	 0.098085 
 rs0974 	 8.764859 	 0.032695 	 0.032695 
 rs0976 	 8.503298 	 0.130780 	 0.130780 
 rs0977 	 8.503298 	 0.130780 	 0.163476 
 rs0978 	 8.503298 	 0.000000 	 0.032695 
 rs0980 	 8.732164 	 0.065390 	 0.065390 
 rs0981 	 8.568689 	 0.065390 	 0.065390 
 rs0982 	 8.339823 	 0.098085 	 0.326951 
 rs0983 	 8.535994 	 0.065390 	 0.065390 
 rs0984 	 8.601384 	 0.032695 	 0.065390 
 rs0985 	 8.601384 	 0.098085 	 0.065390 
 rs0986 	 8.568689 	 0.294256 	 0.228866 
 rs0989 	 8.699469 	 0.065390 	 0.065390 
 rs0991 	 8.764859 	 0.065390 	 0.065390 
 rs0995 	 8.732164 	 0.065390 	 0.065390 
 rs0996 	 8.601384 	 0.130780 	 0.130780 
 rs0997 	 8.732164 	 0.065390 	 0.065390 
 rs1000 	 8.732164 	 0.032695 	 0.032695 
 rs1001 	 8.601384 	 0.065390 	 0.098085 
 rs1004 	 8.961030 	 0.301030 	 -0.301030 
 rs1005 	 8.666774 	 0.000000 	 0.032695 
 rs1010 	 8.732164 	 0.065390 	 0.065390 
 rs1014 	 8.470603 	 0.098085 	 0.098085 
 rs1016 	 8.732164 	 0.065390 	 0.098085 
 rs1017 	 8.503298 	 0.098085 	 0.098085 
 rs1020 	 8.535994 	 0.098085 	 0.130780 
 rs1021 	 8.634079 	 0.098085 	 0.065390 
 rs1023 	 8.699469 	 0.000000 	 0.032695 
 rs1025 	 8.961030 	 0.301030 	 -0.301030 
 rs1028 	 8.666774 	 0.032695 	 0.065390 
 rs1029 	 8.666774 	 0.098085 	 0.065390 
 rs1030 	 8.568689 	 0.098085 	 0.098085 
 rs1032 	 8.568689 	 0.098085 	 0.065390 
 rs1034 	 8.601384 	 0.098085 	 0.065390 
 rs1035 	 8.503298 	 0.065390 	 0.065390 
 rs1036 	 8.634079 	 0.000000 	 0.032695 
 rs1038 	 8.601384 	 0.098085 	 0.098085 
 rs1040 	 8.601384 	 0.163476 	 0.163476 
 rs1041 	 8.470603 	 0.130780 	 0.130780 
 rs1043 	 8.372518 	 0.065390 	 0.130780 
 rs1045 	 8.666774 	 0.065390 	 0.098085 
 rs1046 	 8.634079 	 0.000000 	 0.000000 
 rs1047 	 8.634079 	 0.098085 	 0.098085 
 rs1048 	 8.732164 	 0.065390 	 0.098085 
 rs1049 	 8.764859 	 0.032695 	 0.065390 
 rs1050 	 8.568689 	 0.130780 	 0.130780 
 rs1052 	 8.666774 	 0.098085 	 0.065390 
 rs1054 	 8.437908 	 0.130780 	 0.294256 
 rs1055 	 8.601384 	 0.098085 	 0.098085 
 rs1057 	 8.764859 	 0.065390 	 0.065390 
 rs1058 	 8.699469 	 0.098085 	 0.098085 
 rs1059 	 8.764859 	 0.065390 	 0.065390 
 rs1060 	 8.307128 	 0.032695 	 0.032695 
 rs1062 	 8.666774 	 0.032695 	 0.065390 
 rs1065 	 8.666774 	 0.098085 	 0.065390 
 rs1070 	 8.568689 	 0.065390 	 0.098085 
 rs1072 	 8.666774 	 0.065390 	 0.098085 
 rs1073 	 8.634079 	 0.326951 	 0.196171 
 rs1074 	 8.568689 	 0.065390 	 0.065390 
 rs1075 	 8.732164 	 0.032695 	 0.032695 
 rs1079 	 8.732164 	 0.065390 	 0.065390 
 rs1080 	 8.732164 	 0.098085 	 0.098085 
 rs1081 	 8.634079 	 0.032695 	 0.065390 
 rs1082 	 8.732164 	 0.065390 	 0.032695 
 rs1083 	 8.666774 	 0.098085 	 0.098085 
 rs1084 	 8.666774 	 0.065390 	 0.098085 
 rs1086 	 8.666774 	 0.000000 	 0.032695 
 rs1087 	 8.732164 	 0.098085 	 0.098085 
 rs1088 	 8.601384 	 0.000000 	 0.000000 
 rs1091 	 8.666774 	 0.032695 	 0.065390 
 rs1092 	 8.732164 	 0.032695 	 0.032695 
 rs1098 	 8.601384 	 0.065390 	 0.098085 
 rs1100 	 8.666774 	 0.065390 	 0.065390 
 rs1102 	 8.797554 	 0.098085 	 0.065390 
 rs1103 	 8.405213 	 0.032695 	 0.065390 
 rs1104 	 8.699469 	 0.098085 	 0.098085 
 rs1105 	 8.601384 	 0.098085 	 0.065390 
 rs1106 	 8.961030 	 0.301030 	 -0.301030 
 rs1108 	 8.601384 	 0.163476 	 0.130780 
 rs1109 	 8.764859 	 0.065390 	 0.065390 
 rs1110 	 8.732164 	 0.098085 	 0.065390 
 rs1111 	 8.666774 	 0.000000 	 0.000000 
 rs1112 	 8.666774 	 0.000000 	 0.000000 
 rs1113 	 8.339823 	 0.196171 	 0.392341 
 rs1114 	 8.732164 	 0.065390 	 0.065390 
 rs1116 	 8.732164 	 0.032695 	 0.000000 
 rs1117 	 8.601384 	 0.065390 	 0.098085 
 rs1118 	 8.732164 	 0.065390 	 0.032695 
 rs1120 	 8.961030 	 0.301030 	 -0.301030 
 rs1121 	 8.699469 	 0.065390 	 0.098085 
 rs1122 	 8.764859 	 0.065390 	 0.065390 
 rs1123 	 8.732164 	 0.032695 	 0.032695 
 rs1125 	 8.699469 	 0.065390 	 0.065390 
 rs1126 	 8.601384 	 0.098085 	 0.065390 
 rs1128 	 8.470603 	 0.065390 	 0.032695 
 rs1129 	 8.666774 	 0.000000 	 0.000000 
 rs1131 	 8.764859 	 0.065390 	 0.065390 
 rs1132 	 8.503298 	 0.098085 	 0.130780 
 rs1134 	 8.699469 	 0.032695 	 0.032695 
 rs1137 	 8.666774 	 0.065390 	 0.065390 
 rs1142 	 8.634079 	 0.098085 	 0.098085 
 rs1143 	 8.568689 	 0.098085 	 0.130780 
 rs1146 	 8.764859 	 0.065390 	 0.065390 
 rs1147 	 8.601384 	 0.163476 	 0.130780 
 rs1148 	 8.797554 	 0.098085 	 0.098085 
 rs1149 	 8.568689 	 0.196171 	 0.130780 
 rs1150 	 8.634079 	 0.000000 	 0.032695 
 rs1152 	 8.764859 	 0.032695 	 0.032695 
 rs1154 	 8.666774 	 0.065390 	 0.065390 
 rs1156 	 8.601384 	 0.098085 	 0.065390 
 rs1157 	 8.601384 	 0.065390 	 0.098085 
 rs1159 	 8.601384 	 0.098085 	 0.065390 
 rs1162 	 8.699469 	 0.032695 	 0.032695 
 rs1163 	 8.601384 	 0.098085 	 0.065390 
 rs1164 	 8.307128 	 0.065390 	 0.392341 
 rs1166 	 8.535994 	 0.130780 	 0.130780 
 rs1168 	 8.634079 	 0.000000 	 0.000000 
 rs1169 	 8.699469 	 0.065390 	 0.065390 
 rs1170 	 8.666774 	 0.098085 	 0.098085 
 rs1171 	 8.666774 	 0.065390 	 0.098085 
 rs1172 	 8.503298 	 0.098085 	 0.098085 
 rs1178 	 8.699469 	 0.065390 	 0.065390 
 rs1179 	 8.503298 	 0.032695 	 0.032695 
 rs1182 	 8.732164 	 0.065390 	 0.065390 
 rs1183 	 8.732164 	 0.065390 	 0.065390 
 rs1184 	 8.601384 	 0.098085 	 0.065390 
 rs1185 	 8.634079 	 0.065390 	 0.065390 
 rs1187 	 8.601384 	 0.065390 	 0.065390 
 rs1188 	 8.437908 	 0.065390 	 0.065390 
 rs1190 	 8.601384 	 0.032695 	 0.000000 
 rs1191 	 8.699469 	 0.032695 	 0.065390 
 rs1192 	 8.568689 	 0.163476 	 0.196171 
 rs1193 	 8.535994 	 0.130780 	 0.098085 
 rs1195 	 8.699469 	 0.065390 	 0.032695 
 rs1197 	 8.764859 	 0.065390 	 0.032695 
 rs1198 	 8.568689 	 0.065390 	 0.065390 
 rs1200 	 8.568689 	 0.098085 	 0.065390 
 rs1202 	 8.634079 	 0.130780 	 0.130780 
 rs1205 	 8.732164 	 0.065390 	 0.065390 
 rs1207 	 8.732164 	 0.032695 	 0.065390 
 rs1208 	 8.601384 	 0.163476 	 0.163476 
 rs1209 	 8.470603 	 0.032695 	 0.032695 
 rs1210 	 8.699469 	 0.065390 	 0.065390 
 rs1211 	 8.732164 	 0.065390 	 0.032695 
 rs1212 	 8.699469 	 0.098085 	 0.065390 
 rs1213 	 8.764859 	 0.065390 	 0.065390 
 rs1214 	 8.961030 	 0.301030 	 -0.301030 
 rs1220 	 8.699469 	 0.065390 	 0.098085 
 rs1229 	 8.764859 	 0.065390 	 0.098085 
 rs1236 	 8.634079 	 0.065390 	 0.098085 
 rs1238 	 8.732164 	 0.065390 	 0.032695 
 rs1245 	 8.634079 	 0.163476 	 0.130780 
 rs1248 	 8.764859 	 0.065390 	 0.098085 
 rs1254 	 8.666774 	 0.000000 	 0.032695 
 rs1257 	 8.437908 	 0.032695 	 0.098085 
 rs1258 	 8.699469 	 0.065390 	 0.098085 
 rs1259 	 8.437908 	 0.032695 	 0.065390 
 rs1261 	 8.535994 	 0.098085 	 0.065390 
 rs1262 	 8.601384 	 0.098085 	 0.098085 
 rs1263 	 8.601384 	 0.163476 	 0.130780 
 rs1264 	 8.470603 	 0.065390 	 0.065390 
 rs1265 	 8.666774 	 0.098085 	 0.098085 
 rs1266 	 8.601384 	 0.065390 	 0.065390 
 rs1267 	 8.797554 	 0.065390 	 0.098085 
 rs1269 	 8.274433 	 0.326951 	 0.621207 
 rs1270 	 8.568689 	 0.065390 	 0.065390 
 rs1276 	 8.568689 	 0.065390 	 0.065390 
 rs1278 	 8.732164 	 0.065390 	 0.098085 
 rs1280 	 8.503298 	 0.098085 	 0.098085 
 rs1281 	 8.535994 	 0.098085 	 0.065390 
 rs1282 	 8.666774 	 0.000000 	 0.032695 
 rs1283 	 8.568689 	 0.130780 	 0.130780 
 rs1284 	 8.437908 	 0.065390 	 0.065390 
 rs1286 	 8.699469 	 0.065390 	 0.065390 
 rs1289 	 8.568689 	 0.065390 	 0.065390 
 rs1290 	 8.503298 	 0.098085 	 0.098085 
 rs1291 	 8.601384 	 0.065390 	 0.065390 
 rs1292 	 8.699469 	 0.163476 	 0.163476 
 rs1293 	 8.699469 	 0.065390 	 0.065390 
 rs1294 	 8.764859 	 0.065390 	 0.032695 
 rs1296 	 8.372518 	 0.065390 	 0.098085 
 rs1297 	 8.535994 	 0.098085 	 0.098085 
 rs1298 	 8.601384 	 0.130780 	 0.098085 
 rs1299 	 8.503298 	 0.098085 	 0.098085 
 rs1301 	 8.764859 	 0.065390 	 0.065390 
 rs1302 	 8.568689 	 0.196171 	 0.130780 
 rs1304 	 8.470603 	 0.065390 	 0.098085 
 rs1310 	 8.666774 	 0.098085 	 0.065390 
 rs1337 	 8.764859 	 0.065390 	 0.065390 
 rs1359 	 8.470603 	 0.032695 	 0.065390 
 rs1364 	 8.764859 	 0.032695 	 0.032695 
 rs1437 	 8.699469 	 0.065390 	 0.032695 
 rs1518 	 8.699469 	 0.032695 	 0.065390 
