#Name   Z    Err_down    Err_up
rs0978      7.75131     0.130780     0.261561
rs0967      8.27443     0.425036     0.163475
rs0970      8.63408     0.163476    0.0980853
rs0958      8.37252     0.163476     0.359646
rs0959      7.52245     0.163476     0.686597
rs0981      8.11096     0.555817     0.326951
rs0984      8.30713     0.228866     0.163476
rs0985      8.17635     0.555817     0.392341
rs0983      8.14365     0.555817     0.457731
rs0790      7.58784     0.228866     0.653902
rs0793      8.30713     0.294256     0.392341
rs1342      8.63408    0.0980853    0.0653901
rs0873      8.86294     0.130780    0.0653902
rs0910      8.96103    0.0980853      0.00000
rs0909      8.20904     0.490427     0.261561
rs0933      8.14365     0.784682     0.523122
rs0935      8.40521     0.130780     0.228866
rs0936      8.37252     0.130780     0.130780
rs1345      8.83025     0.359646    0.0653902
rs0954      8.79755      1.43858     0.163476
rs1348      8.66677     0.130780     0.130780
rs0957      8.11096     0.751987     0.196171
rs0950      8.20904     0.523122     0.326951
rs0946      8.30713     0.588512     0.555817
rs0941      8.14365     0.555817     0.294256
rs1346      7.62053     0.261561     0.588512
rs0979      7.55514     0.196171     0.653902
rs0980      8.96103    0.0980853      0.00000
rs1353      8.69947      1.34050     0.261561
rs1350      8.79755     0.163475     0.163476
rs1351      8.96103      1.60206      0.00000
rs1349      8.69947      1.34050     0.261561
rs0960      7.35897      0.00000     0.784682
rs0982      7.35897      0.00000     0.588512
rs0833      8.83025     0.130780    0.0980853
rs0831      8.73216     0.130780    0.0980853
rs0818      8.07826     0.555817     0.261561
rs0822      7.35897      0.00000     0.621207
rs0821      8.17635     0.588512     0.294256
rs0823      8.96103    0.0653901      0.00000
rs0816      7.48975     0.130780     0.621207
rs0814      7.55514     0.196171     0.490427
rs0815      7.98018     0.523122     0.359646
rs0820      7.68592     0.326951     0.425036
rs0805      7.35897      0.00000     0.621207
rs1518      8.86294    0.0980853    0.0326952
rs1000      8.79755     0.163475    0.0653902
rs1002      8.33982     0.261561     0.425036
rs1033      8.96103      1.60206     -1.60206
rs1034      8.14365     0.555817     0.326951
rs1074      8.04557     0.523122     0.261561
rs1081      8.20904     0.457731     0.261561
rs1109      8.79755     0.228866     0.163476
rs1110      8.53599     0.130780    0.0980853
rs1111      8.79755      1.43858     0.163476
rs1114      7.45706    0.0980853     0.653902
rs1116      8.20904     0.163476     0.196171
rs1134      8.79755      1.43858     0.163476
rs1159      7.75131     0.294256     0.555817
rs1163      8.76486      1.40589     0.196171
rs1175      7.55514     0.196171     0.621207
rs1202      7.91479     0.555817     0.392341
rs1036      7.75131     0.163475     0.228866
rs1260      8.01287     0.555817     0.392341
rs1261      8.17635     0.555817     0.588512
rs1472      8.86294     0.130780    0.0326952
rs1473      8.92834    0.0326951    0.0326951
rs0989      8.37252     0.130780    0.0980853
rs1355      8.11096     0.751987     0.850073
rs0991      8.86294     0.130780    0.0653902
rs0997      8.56869     0.130780    0.0980853
rs0998      7.48975     0.130780     0.686597
rs1015      7.45706    0.0980853     0.621207
rs1026      7.35897      0.00000     0.915463
rs1038      7.68592     0.228866     0.523122
rs1437      8.69947    0.0980853      0.00000
rs1491      8.50330    0.0980853     0.163476
rs1449      8.43791     0.130780     0.163476
rs0988      8.92834     0.228866    0.0326951
rs1119      8.04557     0.686597     0.294256
rs1121      8.24174     0.163476     0.196171
rs1122      8.73216      1.37319     0.196171
rs1004      8.63408    0.0980853      0.00000
rs1005      8.30713     0.163476    0.0980853
rs1010      8.60138    0.0980853    0.0326952
rs1075      8.69947    0.0980853    0.0326952
rs1093      8.50330    0.0980853    0.0326952
rs1178      8.63408     0.130780    0.0980853
rs1297      8.11096     0.621207     0.523122
rs1446      8.11096     0.751987     0.621207
rs1086      7.35897      0.00000      1.60206
rs0996      7.65323     0.294256     0.588512
rs1001      8.47060     0.326951     0.392341
rs1117      8.86294      1.50397    0.0980853
rs1185      8.40521     0.130780    0.0653902
rs1003      8.33982     0.719292     0.425036
rs1394      8.96103      1.60206      0.00000
rf0058      8.40521     0.294256     0.392341
rf0526      7.45706    0.0980853     0.751987
rf0024      8.66677     0.163476    0.0980853
rs1054      7.65323     0.294256     0.555817
rs1219      8.66677     0.130780    0.0326951
rs1245      7.81670     0.457731     0.425036
rf0530      8.14365     0.653902     0.294256
rs1025      8.53599    0.0980854    0.0326951
rf0053      8.04557     0.621207     0.261561
rf0051      7.42436    0.0653902     0.719292
rs1264      8.04557     0.523122     0.261561
rs1143      7.65323     0.294256     0.588512
rs1361      7.75131     0.294256     0.555817
rs1398      8.27443     0.228866     0.163475
rs1399      8.30713     0.326951     0.425036
rs1409      8.11096     0.751987     0.850073
rs1291      8.24174     0.555817     0.196171
rf0022      8.47060     0.196171     0.163476
rs1259      8.24174     0.425036     0.228866
rs1018      8.79755      1.43858     0.163476
rs1028      8.40521     0.228866     0.392341
rs1031      8.20904     0.523122     0.392341
rs1032      8.01287     0.621207     0.294256
rs1062      8.56869    0.0980853    0.0980853
rs1063      7.45706    0.0980853     0.588512
rs1064      8.47060    0.0980853     0.163476
rs1068      8.40521     0.261561     0.326951
rs1084      8.30713     0.261561     0.359646
rs1157      8.76486      1.40589     0.196171
rs1162      8.83025      1.47128     0.130780
rs1395      8.33982     0.130780     0.163476
rs1211      8.53599    0.0980854    0.0326951
rs1364      8.11096     0.751987     0.850073
rs1217      8.89564     0.130780    0.0653901
rs1218      8.43791     0.163475    0.0653902
rs1221      7.65323     0.294256     0.588512
rs1366      8.43791     0.196171     0.359646
rs1223      8.79755      1.43858     0.163476
rs1230      8.37252     0.130780    0.0980853
rs1371      8.04557     0.457731     0.392341
rs1373      8.11096     0.588512     0.326951
rs1235      7.35897      0.00000     0.850073
rs1377      8.43791     0.130780    0.0653902
rs1385      8.27443     0.425036     0.359646
rs1396      7.35897      0.00000     0.751987
rs1397      8.27443     0.261561     0.359646
rs1401      7.62053     0.261561     0.490426
rs1257      8.11096     0.719292     0.196171
rs1262      8.07826     0.588512     0.294256
rs1293      8.56869     0.130780    0.0980853
rs1298      8.14365     0.653902     0.686597
rs1303      8.27443     0.621207     0.425036
rs1305      8.30713     0.915463     0.163476
rs1310      8.20904     0.490427     0.326951
rs1393      7.35897      0.00000     0.686597
rf0006      8.24174     0.555817     0.326951
rf0010      7.65323     0.294256     0.359646
rf0012      7.65323     0.294256     0.555817
rf0013      8.33982     0.196171    0.0653902
rf0014      7.75131     0.392341     0.490426
rf0015      8.66677     0.130780    0.0326951
rs1106      7.71862    0.0980853    0.0653902
rs1108      8.17635     0.817378     0.490426
rs1112      8.14365     0.784682     0.588512
rs1126      8.79755      1.20972     0.130780
rs1029      8.27443     0.425036     0.425036
rs1030      7.55514     0.196171     0.653902
rs1035      8.17635     0.588512     0.261561
rs1040      7.94748     0.588512     0.392341
rs1047      8.07826     0.523122     0.294256
rs1050      8.79755      1.43858     0.163476
rs1052      8.27443     0.457731     0.196171
rs1055      8.07826     0.555817     0.359646
rs1057      8.56869     0.163476    0.0326951
rs1065      8.30713     0.392341     0.359646
rs1072      8.24174     0.425036     0.326951
rs1382      7.62053     0.261561     0.523122
rs1149      8.73216      1.37319     0.228866
rs1150      7.35897      0.00000     0.784682
rs1165      7.94748     0.588512     0.359646
rs1278      8.69947     0.261561     0.163476
rs1405      7.84940     0.457731     0.392341
rs1267      8.60138     0.130780    0.0326952
rf0150      8.60138     0.130780    0.0653902
rs1270      8.30713     0.261561     0.359646
rf0049      7.75131     0.392341     0.523122
rs1271      7.68592     0.294256     0.490426
rf0573      8.20904     0.621207     0.359646
rf0129      8.24174     0.359646     0.392341
rs1152      8.53599    0.0980854    0.0653901
rs1168      8.76486    0.0653902      0.00000
rs1187      8.20904     0.850073     0.392341
rf0540      8.66677     0.130780    0.0326951
rs1378      8.24174     0.392341     0.359646
rs1387      7.35897      0.00000      1.60206
rs1302      7.35897      0.00000     0.850073
rs0995      8.47060     0.130780    0.0653902
rs1391      8.07826     0.490426     0.261561
rf0136      8.50330     0.196171     0.359646
rs1006      8.24174     0.425036     0.457731
rs1017      7.55514     0.196171     0.621207
rf0048      8.07826     0.653902     0.457731
rs1268      8.11096     0.751987     0.294256
rf0554      7.35897      0.00000     0.751987
rs1266      8.56869     0.294256     0.163476
rf0042      8.14365     0.588512     0.228866
rf0037      8.96103    0.0653901      0.00000
rf0108      7.62053     0.261561     0.326951
rf0527      7.45706    0.0980853     0.653902
rf0109      8.50330     0.130780    0.0980853
rs1169      8.47060    0.0980853     0.130780
rs1183      8.69947     0.130780     0.130780
rs1384      8.79755      1.43858     0.163476
rs1383      8.14365     0.555817     0.359646
rs1248      8.53599    0.0980854    0.0980853
rs1191      8.76486     0.130780    0.0980853
rf0099      8.07826     0.490426     0.261561
rf0549      7.91479     0.555817     0.359646
rf0076      7.84940     0.425036     0.457731
rs1272      7.45706    0.0980853     0.588512
rf0561      7.35897      0.00000     0.751987
rf0041      8.96103      1.60206     -1.60206
rs1265      8.33982     0.228866     0.359646
rs1123      8.47060     0.130780    0.0653902
rs1132      7.48975     0.130780     0.588512
rf0062      8.43791     0.130780     0.294256
rs1023      8.86294     0.228866    0.0653902
rf0564      8.20904     0.457731     0.359646
rf0065      7.68592     0.326951     0.555817
rf0102      8.04557     0.686597     0.294256
rf0531      7.35897      0.00000     0.686597
rs1087      8.30713     0.261561     0.425036
rs1103      8.17635     0.425036     0.359646
rs1105      7.75131     0.261561     0.588512
rf0023      7.58784     0.228866     0.621207
rf0111      8.30713     0.326951     0.294256
rs1128      8.11096     0.555817     0.196171
rs1129      8.11096     0.751987     0.850073
rs1142      8.11096     0.523122     0.294256
rs1145      8.37252     0.326951     0.326951
rs1151      8.17635     0.490426     0.326951
rs1156      8.11096     0.588512     0.359646
rf0517      7.52245     0.163476     0.588512
rf0524      7.68592     0.326951     0.523122
rs1210      8.60138     0.163476    0.0980853
rf0518      7.35897      0.00000     0.850073
rs1224      8.33982     0.228866     0.392341
rs1386      8.37252     0.196171     0.359646
rs1375      7.35897      0.00000     0.751987
rs1381      7.42436    0.0653902     0.817377
rs1250      8.92834    0.0326951    0.0326951
rf0125      8.47060     0.163476    0.0653902
rs1277      8.11096     0.588512     0.621207
rf0126      8.96103    0.0980853      0.00000
rf0128      8.04557     0.457731     0.392341
rf0026      7.91479     0.555817     0.261561
rs1020      7.45706    0.0980853     0.621207
rs1102      8.79755      1.43858     0.163476
rs1118      8.43791    0.0980853     0.130780
rs1131      8.66677     0.130780    0.0326951
rs1138      8.20904     0.523122     0.294256
rs1188      7.58784     0.228866     0.392341
rs1192      7.55514     0.196171     0.686597
rf0118      7.52245     0.163476     0.588512
rs1372      8.69947     0.751987     0.228866
rs1016      8.60138     0.130780    0.0653902
rf0079      8.17635     0.523122     0.326951
rf0084      8.24174     0.326951     0.392341
rs1060      7.42436    0.0653902     0.784682
rf0537      7.35897      0.00000     0.621207
rf0148      8.96103    0.0653901      0.00000
rs1229      8.79755      1.43858     0.163476
rf0162      7.39166    0.0326951     0.784682
rf0060      8.14365     0.621207     0.326951
rs1236      8.20904     0.555817     0.261561
rf0077      8.27443     0.359646     0.490426
rf0072      7.35897      0.00000     0.784682
rf0083      7.81670     0.457731     0.425036
rf0532      7.35897      0.00000     0.784682
rf0064      7.55514     0.196171     0.490427
rf0092      8.63408     0.130780    0.0326951
rs1082      8.83025     0.228866    0.0653902
rs1083      8.43791     0.163475     0.392341
rf0017      7.68592     0.196171     0.523122
rf0045      7.58784     0.228866     0.490426
rf0138      8.79755      1.43858     0.163476
rf0055      8.89564     0.163476    0.0326951
rf0547      7.35897      0.00000     0.850073
rf0207      7.88209     0.523122     0.457731
rf0550      7.94748     0.588512     0.294256
rf0528      7.35897      0.00000     0.751987
rf0225      7.48975     0.130780     0.686597
rf0534      7.35897      0.00000     0.817378
rf0143      8.33982     0.261561     0.392341
rf0007      8.79755     0.163475    0.0980854
rf0576      8.79755      1.43858     0.163476
rf0551      7.48975     0.130780     0.653902
rf0061      8.20904     0.555817     0.425036
rf0553      8.24174     0.653902     0.326951
rf0104      8.04557     0.686597     0.392341
rf0107      7.62053     0.261561     0.555817
rf0043      8.56869     0.130780    0.0326951
rs1059      8.40521     0.163476    0.0980853
rf0105      7.45706    0.0980853     0.751987
rs1070      8.50330     0.425036     0.228866
rf0132      8.60138     0.261561    0.0980853
rs1076      8.47060     0.294256     0.392341
rs1080      8.40521     0.196171     0.425036
rf0133      8.83025     0.130780    0.0653902
rf0113      8.69947     0.196171     0.163476
rf0040      8.83025     0.130780    0.0653902
rs1125      8.43791     0.130780    0.0980854
rf0520      7.55514     0.196171     0.555817
rs1135      7.62053     0.261561     0.588512
rs1137      8.37252     0.228866     0.261561
rf0294      8.92834    0.0980853    0.0326951
rs1359      8.20904     0.555817     0.196171
rf0543      7.52245     0.163476     0.653902
rs1406      8.79755      1.43858     0.163476
rs1154      8.37252     0.228866     0.163476
rf0016      8.83025     0.130780    0.0653902
rf0516      8.14365     0.751987     0.490427
rs1164      7.35897      0.00000     0.751987
rs1170      8.24174     0.523122     0.261561
rs1171      8.33982     0.228866     0.261561
rs1172      8.01287     0.653902     0.326951
rf0068      7.62053     0.261561     0.621207
rs1177      8.79755     0.294256    0.0980854
rs1179      7.71862    0.0980853     0.425036
rs1182      8.56869     0.130780    0.0980853
rs1184      8.11096     0.588512     0.326951
rs1388      7.35897      0.00000     0.719292
rs1190      8.60138     0.261561     0.228866
rs1197      8.92834    0.0653902    0.0326951
rs1198      8.60138     0.392341    0.0980853
rs1200      7.75131     0.359646     0.490426
rs1362      8.07826     0.555817     0.326951
rf0070      8.14365     0.719292     0.425036
rs1205      8.60138     0.163476    0.0326952
rs1207      8.40521     0.163476    0.0653902
rs1208      7.65323     0.294256     0.588512
rs1209      8.17635     0.490426     0.163475
rs1212      8.40521     0.261561     0.457731
rs1213      8.76486     0.130780    0.0980853
rs1214      8.79755      1.43858     0.163476
rf0011      8.47060     0.130780    0.0980853
rs1220      8.47060    0.0980853     0.261561
rs1222      8.17635     0.555817     0.326951
rf0555      8.11096     0.751987     0.196171
rf0036      7.68592     0.326951     0.457731
rs1226      8.96103      1.60206      0.00000
rs1370      7.62053     0.261561     0.588512
rf0117      8.07826     0.588512     0.294256
rf0121      8.14365     0.751987     0.392341
rf0621      7.58784     0.228866     0.523122
rs1389      8.11096     0.555817     0.294256
rf0579      7.71862     0.326951     0.490427
rs1403      8.30713     0.326951     0.392341
rs1404      8.96103      1.60206      0.00000
rs1283      8.01287     0.588512     0.392341
rs1296      7.39166    0.0326951     0.686597
rf0134      8.53599     0.130780     0.130780
rs1091      8.69947     0.163475     0.130780
rf0246      7.94748     0.588512     0.425036
rf0127      8.30713     0.621207     0.130780
rf0317      7.78401     0.392341     0.523122
rf0073      8.33982     0.196171     0.228866
rf0577      7.68592     0.326951     0.621207
rf0533      8.30713     0.326951     0.555817
rf0028      8.07826     0.523122     0.326951
rf0029      8.27443     0.588512     0.392341
rf0030      8.60138     0.130780    0.0980853
rf0031      8.56869     0.130780    0.0653902
rf0032      8.24174     0.425036     0.326951
rf0033      7.65323     0.294256     0.621207
rf0536      8.11096     0.653902     0.751987
rf0034      7.52245     0.163476     0.457731
rf0539      7.65323     0.294256     0.588512
rf0574      7.42436    0.0653902     0.817377
rs1254      8.89564     0.130780    0.0326951
rs1092      8.89564     0.163476    0.0326951
rs1098      8.20904     0.588512     0.326951
rs1100      8.50330    0.0980853     0.130780
rs1104      8.27443     0.326951     0.425036
rf0158      8.50330     0.130780     0.163476
rs1124      8.11096     0.490426     0.294256
rs1147      7.55514     0.196171     0.653902
rs1079      8.33982    0.0653902     0.130780
rs1195      8.30713     0.621207     0.326951
rf0071      8.96103     0.359646      0.00000
rf0119      7.98018     0.555817     0.359646
rf0123      7.78401     0.392341     0.555817
rs1294      8.89564     0.130780    0.0326951
rs1292      8.50330     0.163476     0.163476
rs1290      8.14365     0.751987     0.523122
rs1289      8.04557     0.621207     0.326951
rs1286      8.27443     0.163476     0.294256
rf0620      7.52245     0.163476     0.621207
rs1284      8.11096     0.719292     0.228866
rf0074      8.79755     0.163475    0.0980854
rs1408      8.60138     0.163476    0.0980853
rs1043      8.79755      1.43858     0.163476
rf0545      7.35897      0.00000      1.01355
rs1053      8.30713     0.588512     0.261561
rs1048      8.53599     0.130780    0.0653901
rf0623      7.58784     0.228866     0.588512
rs1046      8.76486     0.228866     0.163476
rs1045      8.30713     0.326951     0.392341
rs1021      8.14365     0.555817     0.326951
rs1014      8.60138      1.24241    0.0980853
rf0616      8.04557     0.490427     0.359646
rs1011      8.11096     0.588512     0.294256
rf0582      7.52245     0.163476     0.686597
rf0164      8.50330     0.130780    0.0980853
rf0249      8.66677    0.0980853      0.00000
rf0250      8.20904     0.653902     0.294256
rf0326      7.71862     0.359646     0.555817
rf0684      8.43791     0.130780    0.0980854
rf0340      8.20904     0.621207     0.228866
rf0612      8.89564    0.0980854    0.0653901
rf0221      8.92834    0.0653902    0.0326951
rf0283      8.56869     0.130780    0.0653902
rf0229      8.53599     0.130780     0.130780
rf0241      7.62053     0.261561     0.457731
rf0263      8.33982     0.294256     0.359646
rf0264      8.79755     0.130780    0.0980854
rf0295      8.63408     0.130780     0.130780
rf0315      8.47060     0.130780     0.163476
rf0316      8.79755      1.43858     0.163476
rs1304      7.58784     0.228866     0.621207
rf0303      8.07826     0.523122     0.326951
rs1301      8.86294     0.130780    0.0653902
rs1282      8.66677     0.163476     0.130780
rs1299      7.42436    0.0653902     0.784682
rf0314      8.17635     0.588512     0.359646
rf0318      8.79755      1.43858     0.163476
rf0267      8.17635     0.457731     0.228866
rf0166      8.96103    0.0980853      0.00000
rf0319      8.47060     0.130780    0.0326951
rs1258      8.53599     0.130780    0.0980853
rs1281      7.84940     0.490426     0.425036
rf0333      8.53599     0.130780    0.0653901
rf0223      8.47060     0.130780    0.0653902
rf0259      8.17635     0.523122     0.359646
rf0227      8.30713     0.326951     0.359646
rf0338      8.96103      1.60206      0.00000
rf0279      7.78401     0.425036     0.588512
rf0234      8.79755     0.130780    0.0980854
rf0580      7.35897      0.00000     0.784682
rf0157      8.04557     0.686597     0.228866
rf0167      8.37252    0.0980853    0.0980853
rf0237      8.56869     0.163476     0.359646
rf0586      8.89564      1.53667    0.0653901
rf0284      8.14365     0.751987     0.686597
rf0236      7.65323     0.294256     0.555817
rf0169      7.78401     0.392341     0.490426
rf0171      8.60138     0.163476    0.0326952
rf0173      8.50330     0.130780    0.0326952
rf0238      7.81670     0.425036     0.392341
rf0638      8.50330     0.130780    0.0980853
rf0175      8.24174     0.392341     0.392341
rf0587      7.81670     0.457731     0.457731
rf0328      8.66677     0.130780     0.130780
rf0176      8.63408     0.130780    0.0980853
rf0291      8.14365     0.490426     0.326951
rf0177      8.30713     0.294256     0.359646
rf0292      8.79755     0.196171    0.0980854
rf0179      8.07826     0.555817     0.261561
rf0242      8.56869    0.0980853    0.0326951
rf0181      8.17635     0.686597     0.326951
rs1307      8.56869     0.196171     0.130780
rs1280      7.35897      0.00000      1.07894
rf0335      7.55514     0.196171     0.621207
rf0297      8.33982     0.294256     0.196171
rf0596      8.04557     0.523122     0.294256
rf0240      7.35897      0.00000     0.751987
rf0251      8.47060    0.0980853     0.130780
rf0190      7.35897      0.00000      1.20972
rf0268      8.07826     0.588512     0.326951
rf0332      8.14365     0.686597     0.228866
rf0192      7.68592     0.326951     0.555817
rf0193      8.89564     0.130780    0.0326951
rf0195      8.60138     0.130780     0.130780
rf0197      8.79755      1.43858     0.163476
rf0201      7.35897      0.00000     0.751987
rf0205      8.92834    0.0653902    0.0326951
rf0622      7.75131     0.392341     0.490426
rf0239      8.37252    0.0980853     0.130780
rf0206      8.76486     0.163476    0.0980853
rf0339      8.89564      1.53667    0.0653901
rf0210      8.07826     0.490426     0.392341
rf0631      8.07826     0.719292     0.196171
rf0342      7.45706    0.0980853     0.719292
rf0634      8.17635     0.817378     0.751987
rf0265      8.11096     0.653902     0.326951
rf0343      8.96103      1.60206      0.00000
rf0331      8.33982     0.621207     0.359646
rf0217      8.63408     0.163476     0.130780
rf0244      8.83025     0.294256    0.0980853
rf0180      8.40521     0.261561     0.359646
rf0226      8.27443     0.653902     0.588512
rf0280      7.58784     0.228866     0.588512
rf0300      8.33982     0.261561     0.490427
rf0306      8.07826     0.719292     0.261561
rf0286      8.83025     0.163476    0.0653902
rf0271      8.79755     0.163475    0.0980854
rf0262      7.58784     0.228866     0.588512
rf0272      8.14365     0.686597     0.228866
rf0277      8.69947     0.163475     0.130780
rf0235      7.68592     0.326951     0.555817
rf0003      8.83025     0.163476    0.0326951
rf0258      8.30713     0.228866    0.0653902
rf0002      8.33982     0.130780     0.130780
rf0312      8.14365     0.784682     0.457731
rf0515      8.53599    0.0980854     0.163475
rf0298      8.17635     0.457731     0.261561
rf0313      8.30713     0.425036     0.163476
rf0642      7.39166    0.0326951     0.784682
rf0299      8.07826     0.621207     0.294256
rf0643      7.35897      0.00000     0.555817
rf0649      8.37252     0.130780     0.196171
rf0646      7.35897      0.00000     0.686597
rf0001      7.52245     0.163476     0.621207
rf0650      8.11096     0.751987     0.228866
rf0654      8.07826     0.490426     0.261561
rs1276      8.24174     0.523122     0.490427
rs1300      8.83025     0.196171    0.0653902
rf0256      8.76486     0.130780    0.0980853
rf0309      8.50330     0.163476    0.0653902
rf0653      7.35897      0.00000     0.751987
rf0305      8.17635     0.555817     0.261561
rf0655      7.65323     0.294256     0.555817
rf0308      8.20904     0.523122     0.326951
rf0311      8.20904     0.621207     0.326951
rf0266      8.11096     0.653902     0.294256
rf0627      7.35897      0.00000     0.784682
rf0247      8.24174     0.555817     0.653902
rf0248      8.83025     0.228866    0.0653902
rf0585      7.78401     0.425036     0.457731
rf0663      7.35897      0.00000     0.850073
rf0320      7.39166    0.0326951     0.784682
rf0327      8.14365     0.784682     0.261561
rf0670      7.55514     0.196171     0.588512
rf0252      8.17635     0.621207     0.294256
rf0253      8.43791     0.294256     0.457731
rf0154      8.27443     0.326951     0.392341
rf0607      7.62053     0.261561     0.621207
rf0156      8.63408     0.130780     0.130780
rf0630      8.07826     0.719292     0.294256
rf0287      8.50330     0.130780    0.0326952
rf0322      8.01287     0.653902     0.392341
rf0628      8.20904     0.588512     0.555817
rf0204      8.96103      1.60206      0.00000
rf0257      7.52245     0.163476     0.653902
rf0685      8.20904     0.850073     0.751987
rf0669      8.11096     0.751987     0.850073
rf0674      8.20904     0.850073     0.653902
rf0680      8.79755      1.43858     0.163476
rf0668      7.35897      0.00000     0.850073
rf0324      8.40521    0.0980853    0.0980853
rf0329      8.89564    0.0980854    0.0326951
rf0683      7.52245     0.163476     0.555817
rf0661      8.79755      1.43858     0.163476
rf0325      8.56869     0.130780      0.00000
