#Name 	 Z_Estimate 	 Err_down 	 Err_up
 rs0516 	 8.961030 	 0.301030 	 -0.301030 
 rs0517 	 8.961030 	 0.301030 	 -0.301030 
 rs0519 	 8.961030 	 0.301030 	 -0.301030 
 rs0520 	 8.274433 	 0.000000 	 0.065390 
 rs0521 	 8.339823 	 0.032695 	 0.032695 
 rs0522 	 8.470603 	 0.065390 	 0.130780 
 rs0524 	 8.307128 	 0.065390 	 0.098085 
 rs0526 	 8.307128 	 0.032695 	 0.065390 
 rs0528 	 8.961030 	 0.301030 	 -0.301030 
 rs0529 	 8.274433 	 0.032695 	 0.065390 
 rs0531 	 8.961030 	 0.301030 	 -0.301030 
 rs0532 	 8.961030 	 0.301030 	 -0.301030 
 rs0534 	 8.372518 	 0.065390 	 0.065390 
 rs0536 	 8.961030 	 0.301030 	 -0.301030 
 rs0537 	 8.666774 	 0.032695 	 0.000000 
 rs0538 	 8.961030 	 0.301030 	 -0.301030 
 rs0541 	 8.961030 	 0.301030 	 -0.301030 
 rs0543 	 8.274433 	 0.065390 	 0.098085 
 rs0545 	 8.241738 	 0.065390 	 0.065390 
 rs0548 	 8.176347 	 0.032695 	 0.065390 
 rs0549 	 8.307128 	 0.032695 	 0.000000 
 rs0553 	 8.339823 	 0.065390 	 0.065390 
 rs0554 	 8.961030 	 0.301030 	 -0.301030 
 rs0555 	 8.961030 	 0.301030 	 -0.301030 
 rs0556 	 7.980177 	 0.000000 	 0.000000 
 rs0559 	 8.961030 	 0.301030 	 -0.301030 
 rs0560 	 8.961030 	 0.301030 	 -0.301030 
 rs0561 	 8.666774 	 0.000000 	 0.000000 
 rs0562 	 8.274433 	 0.065390 	 0.130780 
 rs0564 	 8.437908 	 0.098085 	 0.130780 
 rs0566 	 8.274433 	 0.032695 	 0.032695 
 rs0568 	 8.339823 	 0.065390 	 0.098085 
 rs0570 	 8.568689 	 0.130780 	 0.098085 
 rs0571 	 8.241738 	 0.065390 	 0.065390 
 rs0572 	 8.470603 	 0.065390 	 0.098085 
 rs0573 	 8.307128 	 0.032695 	 0.098085 
 rs0574 	 8.961030 	 0.301030 	 -0.301030 
 rs0578 	 8.568689 	 0.098085 	 0.163476 
 rs0580 	 8.470603 	 0.065390 	 0.130780 
 rs0582 	 8.961030 	 0.301030 	 -0.301030 
 rs0585 	 8.437908 	 0.130780 	 0.065390 
 rs0586 	 8.176347 	 0.032695 	 0.000000 
 rs0587 	 8.568689 	 0.065390 	 0.065390 
 rs0588 	 8.339823 	 0.065390 	 0.228866 
 rs0589 	 8.176347 	 0.000000 	 0.032695 
 rs0591 	 8.961030 	 0.301030 	 -0.301030 
 rs0597 	 8.372518 	 0.065390 	 0.163476 
 rs0598 	 8.961030 	 0.301030 	 -0.301030 
 rs0602 	 8.372518 	 0.065390 	 0.130780 
 rs0603 	 8.961030 	 0.301030 	 -0.301030 
 rs0605 	 8.437908 	 0.098085 	 0.130780 
 rs0609 	 8.405213 	 0.065390 	 0.065390 
 rs0610 	 8.634079 	 0.000000 	 0.032695 
 rs0612 	 8.961030 	 0.301030 	 -0.301030 
 rs0615 	 8.405213 	 0.065390 	 0.065390 
 rs0618 	 8.372518 	 0.098085 	 0.163476 
 rs0620 	 8.339823 	 0.032695 	 0.098085 
 rs0623 	 8.274433 	 0.032695 	 0.130780 
 rs0627 	 8.503298 	 0.065390 	 0.130780 
 rs0631 	 8.307128 	 0.032695 	 0.065390 
 rs0636 	 8.568689 	 0.065390 	 0.032695 
 rs0638 	 8.732164 	 0.261561 	 0.098085 
 rs0640 	 8.274433 	 0.000000 	 0.000000 
 rs0644 	 8.372518 	 0.065390 	 0.130780 
 rs0645 	 8.503298 	 0.098085 	 0.228866 
 rs0650 	 8.961030 	 0.301030 	 -0.301030 
 rs1337 	 8.961030 	 0.301030 	 -0.301030 
 rs0656 	 8.437908 	 0.032695 	 0.065390 
 rs0657 	 8.405213 	 0.065390 	 0.065390 
 rs0660 	 8.961030 	 0.301030 	 -0.301030 
 rs0669 	 8.961030 	 0.163476 	 0.000000 
 rs0671 	 8.339823 	 0.032695 	 0.098085 
 rs0672 	 8.634079 	 0.032695 	 0.000000 
 rs0678 	 8.372518 	 0.098085 	 0.130780 
 rs0679 	 8.961030 	 0.301030 	 -0.301030 
 rs0688 	 8.862945 	 0.098085 	 0.032695 
 rs0700 	 8.372518 	 0.098085 	 0.130780 
 rs0708 	 8.961030 	 0.301030 	 -0.301030 
 rs0710 	 8.307128 	 0.065390 	 0.098085 
 rs0712 	 8.274433 	 0.032695 	 0.098085 
 rs0719 	 8.961030 	 1.602060 	 0.000000 
 rs0722 	 8.405213 	 0.098085 	 0.098085 
 rs0731 	 8.339823 	 0.032695 	 0.032695 
 rs0736 	 8.307128 	 0.065390 	 0.130780 
 rs0742 	 8.274433 	 0.000000 	 0.032695 
 rs0741 	 8.961030 	 0.301030 	 -0.301030 
 rs0744 	 8.470603 	 0.032695 	 0.065390 
 rs0743 	 8.274433 	 0.065390 	 0.065390 
 rs0745 	 8.961030 	 0.301030 	 -0.301030 
 rs0751 	 8.961030 	 0.301030 	 -0.301030 
 rs0754 	 8.470603 	 0.098085 	 0.130780 
 rs0740 	 8.274433 	 0.032695 	 0.098085 
 rs0758 	 8.470603 	 0.065390 	 0.065390 
 rs0752 	 8.372518 	 0.098085 	 0.130780 
 rs0757 	 8.961030 	 0.294256 	 0.000000 
 rs0756 	 8.307128 	 0.032695 	 0.065390 
 rs0764 	 8.437908 	 0.065390 	 0.130780 
 rs0763 	 8.437908 	 0.065390 	 0.098085 
 rs0774 	 8.339823 	 0.098085 	 0.130780 
 rs0775 	 8.274433 	 0.032695 	 0.098085 
 rs0781 	 8.961030 	 0.301030 	 -0.301030 
 rs0776 	 8.307128 	 0.032695 	 0.098085 
 rs0779 	 8.961030 	 0.301030 	 -0.301030 
 rs0794 	 8.503298 	 0.098085 	 0.196171 
 rs0802 	 8.274433 	 0.032695 	 0.098085 
 rs0800 	 8.405213 	 0.065390 	 0.065390 
 rs1339 	 8.961030 	 0.301030 	 -0.301030 
 rs1338 	 8.470603 	 0.098085 	 0.130780 
 rs0824 	 8.961030 	 0.301030 	 -0.301030 
 rs0834 	 8.470603 	 0.065390 	 0.032695 
 rs1340 	 8.274433 	 0.032695 	 0.032695 
 rs0840 	 8.241738 	 0.032695 	 0.032695 
 rs0839 	 8.961030 	 0.301030 	 -0.301030 
 rs0845 	 8.470603 	 0.098085 	 0.130780 
 rs0846 	 8.372518 	 0.032695 	 0.098085 
 rs0855 	 8.961030 	 0.301030 	 -0.301030 
 rs0850 	 8.307128 	 0.000000 	 0.000000 
 rs0843 	 8.470603 	 0.098085 	 0.163476 
 rs0869 	 8.961030 	 0.301030 	 -0.301030 
 rs0871 	 8.274433 	 0.032695 	 0.000000 
 rs0882 	 8.666774 	 0.065390 	 0.032695 
 rs0895 	 8.274433 	 0.032695 	 0.098085 
 rs0891 	 8.568689 	 0.098085 	 0.098085 
 rs0888 	 8.961030 	 0.301030 	 -0.301030 
 rs0896 	 8.601384 	 0.032695 	 0.000000 
 rs0897 	 8.372518 	 0.032695 	 0.065390 
 rs0922 	 8.405213 	 0.065390 	 0.196171 
 rs0974 	 8.961030 	 0.301030 	 -0.301030 
 rs0962 	 8.372518 	 0.065390 	 0.065390 
 rs1354 	 8.535994 	 0.032695 	 0.032695 
 rs0767 	 8.339823 	 0.130780 	 0.196171 
 rs0768 	 8.372518 	 0.032695 	 0.065390 
 rs0738 	 8.372518 	 0.065390 	 0.098085 
 rs0734 	 8.961030 	 0.301030 	 -0.301030 
 rs0727 	 8.961030 	 0.301030 	 -0.301030 
 rs0726 	 8.307128 	 0.065390 	 0.098085 
 rs0724 	 8.961030 	 0.301030 	 -0.301030 
 rs0782 	 8.961030 	 0.301030 	 -0.301030 
 rs0778 	 8.274433 	 0.032695 	 0.065390 
 rs0777 	 8.176347 	 0.032695 	 0.065390 
 rs0784 	 8.634079 	 0.000000 	 0.032695 
 rs0788 	 8.961030 	 0.301030 	 -0.301030 
 rs0795 	 8.209043 	 0.032695 	 0.032695 
 rs0797 	 8.961030 	 0.301030 	 -0.301030 
 rs0798 	 8.961030 	 0.301030 	 -0.301030 
 rs0799 	 8.274433 	 0.065390 	 0.130780 
 rs0832 	 8.176347 	 0.032695 	 0.065390 
 rs0827 	 8.634079 	 0.032695 	 0.032695 
 rs0828 	 8.372518 	 0.098085 	 0.163476 
 rs0804 	 8.045567 	 0.032695 	 0.000000 
 rs0812 	 8.961030 	 0.301030 	 -0.301030 
 rs0810 	 8.307128 	 0.065390 	 0.130780 
 rs0811 	 8.961030 	 0.301030 	 -0.301030 
 rs0809 	 8.961030 	 0.301030 	 -0.301030 
 rs0808 	 8.961030 	 0.301030 	 -0.301030 
 rs0806 	 8.961030 	 0.301030 	 -0.301030 
 rs0876 	 8.012872 	 0.000000 	 0.000000 
 rs1343 	 8.274433 	 0.032695 	 0.000000 
 rs0860 	 8.405213 	 0.065390 	 0.163476 
 rs0842 	 8.209043 	 0.032695 	 0.000000 
 rs0847 	 8.961030 	 0.301030 	 -0.301030 
 rs0866 	 8.601384 	 0.098085 	 0.098085 
 rs0857 	 7.980177 	 0.000000 	 0.000000 
 rs0853 	 8.437908 	 0.098085 	 0.228866 
 rs0867 	 8.110957 	 0.000000 	 0.000000 
 rs0868 	 8.961030 	 0.301030 	 -0.301030 
 rs0870 	 8.110957 	 0.000000 	 0.000000 
 rs0906 	 8.961030 	 0.301030 	 -0.301030 
 rs0893 	 8.274433 	 0.032695 	 0.032695 
 rs0880 	 8.405213 	 0.032695 	 0.065390 
 rs0879 	 8.961030 	 0.294256 	 0.000000 
 rs0875 	 8.470603 	 0.032695 	 0.065390 
 rs0872 	 8.470603 	 0.098085 	 0.196171 
 rs0900 	 8.961030 	 0.301030 	 -0.301030 
 rs0923 	 8.274433 	 0.065390 	 0.098085 
 rs0919 	 8.307128 	 0.065390 	 0.130780 
 rs0908 	 8.176347 	 0.032695 	 0.032695 
 rs0907 	 8.405213 	 0.065390 	 0.163476 
 rs0915 	 8.241738 	 0.032695 	 0.032695 
 rs0917 	 8.012872 	 0.000000 	 0.032695 
 rs0916 	 8.339823 	 0.065390 	 0.065390 
 rs0920 	 8.372518 	 0.065390 	 0.163476 
 rs0921 	 8.503298 	 0.065390 	 0.196171 
 rs0932 	 8.274433 	 0.032695 	 0.065390 
 rs0926 	 8.274433 	 0.065390 	 0.032695 
 rs0930 	 8.307128 	 0.032695 	 0.098085 
 rs0934 	 8.372518 	 0.065390 	 0.065390 
 rs0945 	 8.535994 	 0.098085 	 0.163476 
 rs0944 	 8.274433 	 0.032695 	 0.032695 
 rs0968 	 8.274433 	 0.098085 	 0.065390 
 rs0953 	 8.961030 	 0.301030 	 -0.301030 
 rs1347 	 8.961030 	 0.301030 	 -0.301030 
 rs0976 	 8.241738 	 0.032695 	 0.065390 
 rs0975 	 8.405213 	 0.098085 	 0.130780 
 rs0978 	 8.961030 	 0.301030 	 -0.301030 
 rs0967 	 8.961030 	 0.301030 	 -0.301030 
 rs0970 	 8.339823 	 0.000000 	 0.032695 
 rs0958 	 8.961030 	 0.301030 	 -0.301030 
 rs0959 	 8.241738 	 0.065390 	 0.032695 
 rs0981 	 8.241738 	 0.032695 	 0.000000 
 rs0984 	 8.961030 	 0.301030 	 -0.301030 
 rs0985 	 8.209043 	 0.000000 	 0.032695 
 rs0983 	 8.241738 	 0.000000 	 0.032695 
 rs0790 	 8.274433 	 0.065390 	 0.065390 
 rs0793 	 8.470603 	 0.098085 	 0.163476 
 rs1342 	 8.961030 	 0.301030 	 -0.301030 
 rs0873 	 8.666774 	 0.065390 	 0.065390 
 rs0910 	 8.961030 	 0.294256 	 0.000000 
 rs0909 	 8.307128 	 0.032695 	 0.032695 
 rs0933 	 8.274433 	 0.032695 	 0.032695 
 rs0935 	 8.339823 	 0.065390 	 0.098085 
 rs0936 	 8.961030 	 0.301030 	 -0.301030 
 rs1345 	 8.961030 	 0.301030 	 -0.301030 
 rs0954 	 8.666774 	 0.032695 	 0.000000 
 rs1348 	 8.535994 	 0.065390 	 0.065390 
 rs0957 	 8.078262 	 0.000000 	 0.000000 
 rs0950 	 8.143652 	 0.000000 	 0.000000 
 rs0946 	 8.601384 	 0.196171 	 0.163476 
 rs0941 	 8.405213 	 0.098085 	 0.098085 
 rs1346 	 8.274433 	 0.098085 	 0.098085 
 rs0979 	 8.241738 	 0.098085 	 0.163476 
 rs0980 	 8.339823 	 0.000000 	 0.000000 
 rs1353 	 8.961030 	 0.301030 	 -0.301030 
 rs1350 	 8.437908 	 0.065390 	 0.098085 
 rs1351 	 8.961030 	 0.301030 	 -0.301030 
 rs1349 	 8.535994 	 0.032695 	 0.000000 
 rs0960 	 8.274433 	 0.065390 	 0.032695 
 rs0982 	 8.241738 	 0.098085 	 0.032695 
 rs0833 	 8.961030 	 0.301030 	 -0.301030 
 rs0831 	 8.339823 	 0.000000 	 0.032695 
 rs0818 	 8.274433 	 0.032695 	 0.032695 
 rs0822 	 8.209043 	 0.098085 	 0.032695 
 rs0821 	 8.045567 	 0.000000 	 0.000000 
 rs0823 	 8.961030 	 0.301030 	 -0.301030 
 rs0816 	 8.274433 	 0.065390 	 0.065390 
 rs0814 	 7.980177 	 0.000000 	 0.000000 
 rs0815 	 8.274433 	 0.032695 	 0.032695 
 rs0820 	 8.209043 	 0.032695 	 0.032695 
 rs0805 	 7.980177 	 0.000000 	 0.032695 
 rs1518 	 8.732164 	 0.163476 	 0.065390 
 rs1000 	 8.535994 	 0.032695 	 0.065390 
 rs1002 	 8.405213 	 0.098085 	 0.326951 
 rs1033 	 8.961030 	 0.301030 	 -0.301030 
 rs1034 	 8.307128 	 0.032695 	 0.098085 
 rs1074 	 8.209043 	 0.000000 	 0.032695 
 rs1081 	 8.372518 	 0.065390 	 0.065390 
 rs1109 	 8.961030 	 0.301030 	 -0.301030 
 rs1110 	 8.339823 	 0.032695 	 0.065390 
 rs1111 	 8.961030 	 0.301030 	 -0.301030 
 rs1114 	 8.339823 	 0.000000 	 0.032695 
 rs1116 	 8.961030 	 0.301030 	 -0.301030 
 rs1134 	 8.634079 	 0.065390 	 0.065390 
 rs1159 	 8.307128 	 0.065390 	 0.065390 
 rs1163 	 8.961030 	 0.301030 	 -0.301030 
 rs1175 	 8.274433 	 0.065390 	 0.163476 
 rs1202 	 8.307128 	 0.032695 	 0.098085 
 rs1036 	 8.961030 	 0.301030 	 -0.301030 
 rs1260 	 8.307128 	 0.098085 	 0.130780 
 rs1261 	 8.209043 	 0.032695 	 0.032695 
 rs1472 	 8.699469 	 0.065390 	 0.065390 
 rs1473 	 8.961030 	 0.301030 	 -0.301030 
 rs0989 	 8.961030 	 0.301030 	 -0.301030 
 rs1355 	 8.209043 	 0.000000 	 0.032695 
 rs0991 	 8.961030 	 0.301030 	 -0.301030 
 rs0997 	 8.961030 	 0.301030 	 -0.301030 
 rs0998 	 8.078262 	 0.032695 	 0.000000 
 rs1015 	 8.078262 	 0.000000 	 0.000000 
 rs1026 	 8.241738 	 0.065390 	 0.032695 
 rs1038 	 8.274433 	 0.000000 	 0.000000 
 rs1437 	 8.961030 	 0.301030 	 -0.301030 
 rs1491 	 8.961030 	 0.301030 	 -0.301030 
 rs1449 	 8.961030 	 0.301030 	 -0.301030 
 rs0988 	 8.961030 	 0.326951 	 0.000000 
 rs1119 	 8.307128 	 0.065390 	 0.130780 
 rs1121 	 8.961030 	 0.301030 	 -0.301030 
 rs1122 	 8.961030 	 0.301030 	 -0.301030 
 rs1004 	 8.961030 	 0.301030 	 -0.301030 
 rs1005 	 8.568689 	 0.000000 	 0.032695 
 rs1010 	 8.339823 	 0.000000 	 0.000000 
 rs1075 	 8.961030 	 0.301030 	 -0.301030 
 rs1093 	 8.535994 	 0.000000 	 0.032695 
 rs1178 	 8.961030 	 0.301030 	 -0.301030 
 rs1297 	 8.961030 	 0.301030 	 -0.301030 
 rs1446 	 8.372518 	 0.065390 	 0.163476 
 rs1086 	 8.666774 	 0.032695 	 0.000000 
 rs0996 	 8.307128 	 0.065390 	 0.196171 
 rs1001 	 8.209043 	 0.032695 	 0.000000 
 rs1117 	 8.274433 	 0.032695 	 0.065390 
 rs1185 	 8.961030 	 0.301030 	 -0.301030 
 rs1003 	 8.535994 	 0.163476 	 0.130780 
 rs1394 	 8.078262 	 0.000000 	 0.000000 
 rf0058 	 8.405213 	 0.065390 	 0.130780 
 rf0526 	 8.209043 	 0.098085 	 0.065390 
 rf0024 	 8.535994 	 0.098085 	 0.098085 
 rs1054 	 8.110957 	 0.065390 	 0.130780 
 rs1219 	 8.961030 	 0.301030 	 -0.301030 
 rs1245 	 8.274433 	 0.032695 	 0.130780 
 rf0530 	 8.045567 	 0.000000 	 0.000000 
 rs1025 	 8.961030 	 0.301030 	 -0.301030 
 rf0053 	 8.961030 	 0.301030 	 -0.301030 
 rf0051 	 8.241738 	 0.065390 	 0.098085 
 rs1264 	 8.961030 	 0.301030 	 -0.301030 
 rs1143 	 8.274433 	 0.032695 	 0.065390 
 rs1361 	 8.274433 	 0.032695 	 0.032695 
 rs1398 	 8.961030 	 0.301030 	 -0.301030 
 rs1399 	 8.961030 	 0.301030 	 -0.301030 
 rs1409 	 8.634079 	 0.032695 	 0.032695 
 rs1291 	 8.961030 	 0.301030 	 -0.301030 
 rf0022 	 8.372518 	 0.000000 	 0.032695 
 rs1259 	 8.961030 	 0.301030 	 -0.301030 
 rs1018 	 8.437908 	 0.098085 	 0.196171 
 rs1028 	 8.437908 	 0.065390 	 0.098085 
 rs1031 	 8.405213 	 0.098085 	 0.163476 
 rs1032 	 8.274433 	 0.032695 	 0.065390 
 rs1062 	 8.961030 	 0.301030 	 -0.301030 
 rs1063 	 8.045567 	 0.032695 	 0.000000 
 rs1064 	 8.961030 	 0.301030 	 -0.301030 
 rs1068 	 8.437908 	 0.065390 	 0.163476 
 rs1084 	 8.372518 	 0.065390 	 0.065390 
 rs1157 	 8.274433 	 0.000000 	 0.065390 
 rs1162 	 8.666774 	 0.000000 	 0.065390 
 rs1395 	 8.405213 	 0.065390 	 0.065390 
 rs1211 	 8.372518 	 0.000000 	 0.032695 
 rs1364 	 8.961030 	 0.301030 	 -0.301030 
 rs1217 	 8.601384 	 0.098085 	 0.163476 
 rs1218 	 8.666774 	 0.000000 	 0.065390 
 rs1221 	 8.274433 	 0.032695 	 0.196171 
 rs1366 	 8.568689 	 0.032695 	 0.065390 
 rs1223 	 8.274433 	 0.032695 	 0.130780 
 rs1230 	 8.666774 	 0.000000 	 0.000000 
 rs1371 	 8.372518 	 0.065390 	 0.163476 
 rs1373 	 8.274433 	 0.098085 	 0.130780 
 rs1235 	 8.699469 	 0.098085 	 0.065390 
 rs1377 	 8.961030 	 0.301030 	 -0.301030 
 rs1385 	 8.307128 	 0.032695 	 0.032695 
 rs1396 	 8.241738 	 0.032695 	 0.032695 
 rs1397 	 8.307128 	 0.032695 	 0.098085 
 rs1401 	 8.241738 	 0.032695 	 0.032695 
 rs1257 	 8.110957 	 0.000000 	 0.000000 
 rs1262 	 8.307128 	 0.065390 	 0.098085 
 rs1293 	 8.961030 	 0.301030 	 -0.301030 
 rs1298 	 8.274433 	 0.032695 	 0.098085 
 rs1303 	 8.209043 	 0.130780 	 0.621207 
 rs1305 	 8.078262 	 0.032695 	 0.000000 
 rs1310 	 8.339823 	 0.032695 	 0.130780 
 rs1393 	 8.274433 	 0.032695 	 0.000000 
 rf0006 	 8.503298 	 0.163476 	 0.130780 
 rf0010 	 8.961030 	 0.301030 	 -0.301030 
 rf0012 	 8.274433 	 0.032695 	 0.065390 
 rf0013 	 8.961030 	 0.301030 	 -0.301030 
 rf0014 	 8.307128 	 0.065390 	 0.163476 
 rf0015 	 8.961030 	 0.301030 	 -0.301030 
 rs1106 	 8.961030 	 0.301030 	 -0.301030 
 rs1108 	 8.274433 	 0.065390 	 0.098085 
 rs1112 	 8.961030 	 0.301030 	 -0.301030 
 rs1126 	 8.961030 	 0.301030 	 -0.301030 
 rs1029 	 8.339823 	 0.065390 	 0.065390 
 rs1030 	 8.274433 	 0.032695 	 0.000000 
 rs1035 	 8.176347 	 0.000000 	 0.032695 
 rs1040 	 8.307128 	 0.098085 	 0.130780 
 rs1047 	 8.339823 	 0.065390 	 0.098085 
 rs1050 	 8.274433 	 0.032695 	 0.032695 
 rs1052 	 8.274433 	 0.000000 	 0.000000 
 rs1055 	 8.307128 	 0.032695 	 0.098085 
 rs1057 	 8.961030 	 0.301030 	 -0.301030 
 rs1065 	 8.372518 	 0.065390 	 0.130780 
 rs1072 	 8.405213 	 0.098085 	 0.065390 
 rs1382 	 8.274433 	 0.032695 	 0.032695 
 rs1149 	 8.241738 	 0.065390 	 0.065390 
 rs1150 	 8.470603 	 0.032695 	 0.000000 
 rs1165 	 8.339823 	 0.065390 	 0.065390 
 rs1278 	 8.961030 	 0.301030 	 -0.301030 
 rs1405 	 8.274433 	 0.065390 	 0.098085 
 rs1267 	 8.961030 	 0.301030 	 -0.301030 
 rf0150 	 8.961030 	 0.301030 	 -0.301030 
 rs1270 	 8.961030 	 0.301030 	 -0.301030 
 rf0049 	 8.274433 	 0.032695 	 0.130780 
 rs1271 	 8.274433 	 0.000000 	 0.065390 
 rf0573 	 8.339823 	 0.065390 	 0.130780 
 rf0129 	 8.405213 	 0.065390 	 0.098085 
 rs1152 	 8.961030 	 0.301030 	 -0.301030 
 rs1168 	 8.961030 	 0.301030 	 -0.301030 
 rs1187 	 8.961030 	 0.301030 	 -0.301030 
 rf0540 	 8.961030 	 0.301030 	 -0.301030 
 rs1378 	 8.405213 	 0.065390 	 0.098085 
 rs1387 	 8.274433 	 0.032695 	 0.065390 
 rs1302 	 8.274433 	 0.065390 	 0.065390 
 rs0995 	 8.961030 	 0.301030 	 -0.301030 
 rs1391 	 8.405213 	 0.065390 	 0.032695 
 rf0136 	 8.666774 	 0.163476 	 0.098085 
 rs1006 	 8.143652 	 0.000000 	 0.032695 
 rs1017 	 8.241738 	 0.065390 	 0.065390 
 rf0048 	 8.274433 	 0.032695 	 0.065390 
 rs1268 	 8.961030 	 0.301030 	 -0.301030 
 rf0554 	 8.241738 	 0.098085 	 0.032695 
 rs1266 	 8.961030 	 0.301030 	 -0.301030 
 rf0042 	 8.274433 	 0.065390 	 0.032695 
 rf0037 	 8.961030 	 0.301030 	 -0.301030 
 rf0108 	 8.143652 	 0.032695 	 0.000000 
 rf0527 	 8.274433 	 0.065390 	 0.065390 
 rf0109 	 8.372518 	 0.032695 	 0.065390 
 rs1169 	 8.961030 	 0.301030 	 -0.301030 
 rs1183 	 8.535994 	 0.098085 	 0.163476 
 rs1384 	 8.110957 	 0.000000 	 0.000000 
 rs1383 	 8.961030 	 0.301030 	 -0.301030 
 rs1248 	 8.961030 	 0.301030 	 -0.301030 
 rs1191 	 8.961030 	 0.301030 	 -0.301030 
 rf0099 	 8.274433 	 0.032695 	 0.032695 
 rf0549 	 8.241738 	 0.098085 	 0.098085 
 rf0076 	 8.339823 	 0.065390 	 0.098085 
 rs1272 	 8.274433 	 0.000000 	 0.065390 
 rf0561 	 8.274433 	 0.032695 	 0.163476 
 rf0041 	 8.961030 	 0.301030 	 -0.301030 
 rs1265 	 8.339823 	 0.032695 	 0.065390 
 rs1123 	 8.961030 	 0.301030 	 -0.301030 
 rs1132 	 8.274433 	 0.032695 	 0.032695 
 rf0062 	 8.961030 	 0.301030 	 -0.301030 
 rs1023 	 8.961030 	 0.301030 	 -0.301030 
 rf0564 	 8.470603 	 0.065390 	 0.163476 
 rf0065 	 8.274433 	 0.032695 	 0.032695 
 rf0102 	 8.339823 	 0.098085 	 0.228866 
 rf0531 	 8.176347 	 0.065390 	 0.065390 
 rs1087 	 8.470603 	 0.098085 	 0.130780 
 rs1103 	 8.012872 	 0.000000 	 0.000000 
 rs1105 	 8.274433 	 0.000000 	 0.098085 
 rf0023 	 8.274433 	 0.032695 	 0.098085 
 rf0111 	 8.372518 	 0.032695 	 0.065390 
 rs1128 	 8.110957 	 0.000000 	 0.000000 
 rs1129 	 8.601384 	 0.000000 	 0.000000 
 rs1142 	 8.307128 	 0.032695 	 0.130780 
 rs1145 	 8.470603 	 0.098085 	 0.065390 
 rs1151 	 8.405213 	 0.098085 	 0.163476 
 rs1156 	 8.274433 	 0.032695 	 0.000000 
 rf0517 	 8.274433 	 0.065390 	 0.065390 
 rf0524 	 8.274433 	 0.065390 	 0.130780 
 rs1210 	 8.503298 	 0.098085 	 0.228866 
 rf0518 	 8.274433 	 0.882768 	 0.425036 
 rs1224 	 8.437908 	 0.098085 	 0.163476 
 rs1386 	 8.961030 	 0.301030 	 -0.301030 
 rs1375 	 7.980177 	 0.000000 	 0.000000 
 rs1381 	 8.143652 	 0.032695 	 0.000000 
 rs1250 	 8.666774 	 0.000000 	 0.065390 
 rf0125 	 8.961030 	 0.301030 	 -0.301030 
 rs1277 	 8.274433 	 0.032695 	 0.000000 
 rf0126 	 8.961030 	 0.301030 	 -0.301030 
 rf0128 	 8.503298 	 0.098085 	 0.130780 
 rf0026 	 8.110957 	 0.000000 	 0.032695 
 rs1020 	 8.274433 	 0.032695 	 0.098085 
 rs1102 	 8.961030 	 0.301030 	 -0.301030 
 rs1118 	 8.961030 	 0.301030 	 -0.301030 
 rs1131 	 8.961030 	 0.301030 	 -0.301030 
 rs1138 	 8.470603 	 0.065390 	 0.163476 
 rs1188 	 8.143652 	 0.000000 	 0.032695 
 rs1192 	 8.274433 	 0.065390 	 0.130780 
 rf0118 	 8.274433 	 0.065390 	 0.163476 
 rs1372 	 8.634079 	 0.065390 	 0.032695 
 rs1016 	 8.961030 	 0.301030 	 -0.301030 
 rf0079 	 8.372518 	 0.065390 	 0.228866 
 rf0084 	 8.405213 	 0.065390 	 0.130780 
 rs1060 	 8.961030 	 0.301030 	 -0.301030 
 rf0537 	 8.241738 	 0.098085 	 0.032695 
 rf0148 	 8.666774 	 0.000000 	 0.032695 
 rs1229 	 8.372518 	 0.000000 	 0.032695 
 rf0162 	 8.241738 	 0.032695 	 0.032695 
 rf0060 	 8.274433 	 0.032695 	 0.032695 
 rs1236 	 8.339823 	 0.065390 	 0.032695 
 rf0077 	 8.209043 	 0.000000 	 0.032695 
 rf0072 	 7.980177 	 0.000000 	 0.000000 
 rf0083 	 8.274433 	 0.032695 	 0.196171 
 rf0532 	 8.241738 	 0.065390 	 0.032695 
 rf0064 	 8.241738 	 0.065390 	 0.032695 
 rf0092 	 8.961030 	 0.301030 	 -0.301030 
 rs1082 	 8.961030 	 0.301030 	 -0.301030 
 rs1083 	 8.961030 	 0.301030 	 -0.301030 
 rf0017 	 8.274433 	 0.000000 	 0.065390 
 rf0045 	 8.241738 	 0.032695 	 0.032695 
 rf0138 	 8.961030 	 0.301030 	 -0.301030 
 rf0055 	 8.961030 	 0.163476 	 0.000000 
 rf0547 	 8.176347 	 0.065390 	 0.032695 
 rf0207 	 8.307128 	 0.065390 	 0.130780 
 rf0550 	 8.176347 	 0.032695 	 0.065390 
 rf0528 	 8.241738 	 0.098085 	 0.065390 
 rf0225 	 8.045567 	 0.000000 	 0.032695 
 rf0534 	 8.241738 	 0.065390 	 0.065390 
 rf0143 	 8.372518 	 0.065390 	 0.098085 
 rf0007 	 8.666774 	 0.098085 	 0.098085 
 rf0576 	 8.241738 	 0.065390 	 0.032695 
 rf0551 	 8.241738 	 0.065390 	 0.065390 
 rf0061 	 8.503298 	 0.098085 	 0.196171 
 rf0553 	 8.274433 	 0.130780 	 0.196171 
 rf0104 	 8.241738 	 0.032695 	 0.032695 
 rf0107 	 8.274433 	 0.032695 	 0.065390 
 rf0043 	 8.405213 	 0.032695 	 0.000000 
 rs1059 	 8.535994 	 0.098085 	 0.098085 
