#Name 	 q_Estimate 	 Err_down 	 Err_up
 rs0371 	 7.163476 	 0.098085 	 0.065390 
 rs0372 	 8.602060 	 8.602060 	 -8.602060 
 rs0373 	 7.490427 	 0.065390 	 0.130780 
 rs0374 	 7.523122 	 0.196171 	 0.392341 
 rs0376 	 7.359646 	 0.098085 	 0.163476 
 rs0377 	 7.261561 	 0.130780 	 0.228866 
 rs0378 	 7.294256 	 0.065390 	 0.065390 
 rs0380 	 7.653902 	 0.098085 	 0.163476 
 rs0382 	 7.196171 	 0.065390 	 0.065390 
 rs0384 	 7.555817 	 0.130780 	 0.130780 
 rs0386 	 7.751987 	 0.130780 	 0.130780 
 rs0389 	 7.751987 	 0.130780 	 0.196171 
 rs0390 	 7.326951 	 0.032695 	 0.032695 
 rs0391 	 7.196171 	 0.130780 	 0.130780 
 rs0392 	 7.980853 	 0.130780 	 0.163476 
 rs0393 	 7.457732 	 0.098085 	 0.163476 
 rs0394 	 8.602060 	 8.602060 	 -8.602060 
 rs0396 	 7.392341 	 0.000000 	 0.000000 
 rs0401 	 7.098085 	 0.065390 	 0.130780 
 rs0402 	 7.850073 	 0.065390 	 0.000000 
 rs0405 	 7.163476 	 0.032695 	 0.065390 
 rs0406 	 7.457732 	 0.065390 	 0.065390 
 rs0408 	 7.719292 	 0.130780 	 0.130780 
 rs0409 	 7.261561 	 0.130780 	 0.130780 
 rs0410 	 7.751987 	 0.228866 	 0.326951 
 rs0411 	 7.686597 	 0.130780 	 0.163476 
 rs0416 	 8.602060 	 8.602060 	 -8.602060 
 rs0418 	 7.686597 	 0.130780 	 0.163476 
 rs0419 	 7.392341 	 0.098085 	 0.130780 
 rs0420 	 7.196171 	 0.065390 	 0.098085 
 rs0421 	 8.602060 	 8.602060 	 -8.602060 
 rs0422 	 8.602060 	 8.602060 	 -8.602060 
 rs0424 	 8.602060 	 8.602060 	 -8.602060 
 rs0425 	 7.359646 	 0.130780 	 0.098085 
 rs0427 	 7.621207 	 0.130780 	 0.130780 
 rs0428 	 7.457732 	 0.098085 	 0.163476 
 rs0429 	 7.686597 	 0.130780 	 0.163476 
 rs0430 	 8.602060 	 8.602060 	 -8.602060 
 rs0432 	 8.602060 	 0.065390 	 0.000000 
 rs0435 	 7.490427 	 0.196171 	 0.326951 
 rs0437 	 8.602060 	 8.602060 	 -8.602060 
 rs0440 	 7.359646 	 0.032695 	 0.032695 
 rs0442 	 8.602060 	 8.602060 	 -8.602060 
 rs0444 	 7.588512 	 0.098085 	 0.130780 
 rs0449 	 7.196171 	 0.098085 	 0.065390 
 rs0451 	 8.602060 	 8.602060 	 -8.602060 
 rs0452 	 7.294256 	 0.065390 	 0.098085 
 rs0453 	 7.130780 	 0.065390 	 0.065390 
 rs0454 	 7.261561 	 0.098085 	 0.196171 
 rs0456 	 7.457732 	 0.130780 	 0.163476 
 rs0458 	 7.098085 	 0.098085 	 0.228866 
 rs0460 	 7.686597 	 0.130780 	 0.196171 
 rs0461 	 7.163476 	 0.098085 	 0.098085 
 rs0463 	 7.784683 	 0.130780 	 0.196171 
 rs0466 	 7.261561 	 0.065390 	 0.032695 
 rs0467 	 8.602060 	 8.602060 	 -8.602060 
 rs0468 	 7.425036 	 0.130780 	 0.163476 
 rs0469 	 8.602060 	 8.602060 	 -8.602060 
 rs0470 	 7.490427 	 0.163476 	 0.653902 
 rs0472 	 8.602060 	 8.602060 	 -8.602060 
 rs0473 	 8.602060 	 8.602060 	 -8.602060 
 rs0477 	 7.980853 	 0.098085 	 0.130780 
 rs0480 	 7.359646 	 0.130780 	 0.196171 
 rs0485 	 8.602060 	 8.602060 	 -8.602060 
 rs0492 	 7.294256 	 0.196171 	 1.307804 
 rs0493 	 7.653902 	 0.163476 	 0.163476 
 rs0494 	 7.228866 	 0.098085 	 0.098085 
 rs0495 	 7.588512 	 0.163476 	 0.228866 
 rs0496 	 7.196171 	 0.098085 	 0.130780 
 rs0502 	 7.065390 	 0.065390 	 0.065390 
 rs0503 	 7.228866 	 0.032695 	 0.032695 
 rs0505 	 7.032695 	 0.032695 	 0.196171 
 rs0508 	 7.555817 	 0.163476 	 0.261561 
 rs0512 	 7.163476 	 0.163476 	 0.196171 
 rs0516 	 7.621207 	 0.098085 	 0.098085 
 rs0517 	 7.032695 	 0.032695 	 0.196171 
 rs0519 	 7.425036 	 0.130780 	 0.130780 
 rs0520 	 7.555817 	 0.130780 	 0.098085 
 rs0521 	 7.425036 	 0.098085 	 0.130780 
 rs0522 	 7.228866 	 0.098085 	 0.130780 
 rs0526 	 7.457732 	 0.098085 	 0.130780 
 rs0528 	 7.032695 	 0.032695 	 0.130780 
 rs0529 	 8.602060 	 8.602060 	 -8.602060 
 rs0531 	 7.065390 	 0.065390 	 0.130780 
 rs0532 	 7.392341 	 0.098085 	 0.098085 
 rs0534 	 7.490427 	 0.098085 	 0.130780 
 rs0536 	 7.686597 	 0.130780 	 0.163476 
 rs0537 	 7.392341 	 0.065390 	 0.000000 
 rs0538 	 7.326951 	 0.098085 	 0.098085 
 rs0541 	 7.228866 	 0.098085 	 0.098085 
 rs0543 	 7.653902 	 0.196171 	 0.196171 
 rs0545 	 8.602060 	 8.602060 	 -8.602060 
 rs0546 	 7.425036 	 0.098085 	 0.098085 
 rs0548 	 7.719292 	 0.130780 	 0.228866 
 rs0549 	 7.490427 	 0.098085 	 0.130780 
 rs0553 	 7.555817 	 0.098085 	 0.196171 
 rs0554 	 7.065390 	 0.065390 	 0.098085 
 rs0555 	 7.196171 	 0.098085 	 0.130780 
 rs0556 	 8.602060 	 8.602060 	 -8.602060 
 rs0559 	 7.588512 	 0.098085 	 0.163476 
 rs0560 	 7.196171 	 0.098085 	 0.065390 
 rs0561 	 7.359646 	 0.065390 	 0.032695 
 rs0566 	 7.686597 	 0.130780 	 0.163476 
 rs0567 	 7.425036 	 0.032695 	 0.032695 
 rs0568 	 7.425036 	 0.130780 	 0.228866 
 rs0571 	 8.602060 	 8.602060 	 -8.602060 
 rs0572 	 7.130780 	 0.098085 	 0.098085 
 rs0573 	 7.686597 	 0.163476 	 0.130780 
 rs0574 	 7.261561 	 0.098085 	 0.098085 
 rs0578 	 7.196171 	 0.065390 	 0.130780 
 rs0579 	 7.000000 	 0.000000 	 0.196171 
 rs0582 	 8.602060 	 8.602060 	 -8.602060 
 rs0585 	 7.555817 	 0.163476 	 0.130780 
 rs0586 	 8.602060 	 8.602060 	 -8.602060 
 rs0587 	 7.326951 	 0.032695 	 0.065390 
 rs0591 	 7.032695 	 0.032695 	 0.130780 
 rs0595 	 7.588512 	 0.000000 	 0.000000 
 rs0598 	 7.228866 	 0.065390 	 0.098085 
 rs0599 	 7.261561 	 0.065390 	 0.098085 
 rs0602 	 7.294256 	 0.196171 	 0.228866 
 rs0603 	 7.326951 	 0.032695 	 0.000000 
 rs0609 	 7.359646 	 0.098085 	 0.130780 
 rs0610 	 7.457732 	 0.065390 	 0.065390 
 rs0612 	 7.196171 	 0.000000 	 0.032695 
 rs0615 	 7.261561 	 0.130780 	 0.130780 
 rs0620 	 7.457732 	 0.130780 	 0.163476 
 rs0623 	 8.602060 	 8.602060 	 -8.602060 
 rs0626 	 7.523122 	 0.228866 	 0.457732 
 rs0627 	 7.294256 	 0.065390 	 0.130780 
 rs0630 	 7.294256 	 0.163476 	 0.163476 
 rs0636 	 7.392341 	 0.032695 	 0.065390 
 rs0637 	 7.196171 	 0.130780 	 0.163476 
 rs0641 	 7.326951 	 0.098085 	 0.098085 
 rs0645 	 7.228866 	 0.130780 	 0.130780 
 rs0650 	 7.392341 	 0.032695 	 0.000000 
 rs0656 	 7.392341 	 0.065390 	 0.065390 
 rs0660 	 7.065390 	 0.065390 	 0.130780 
 rs0667 	 7.196171 	 0.065390 	 0.098085 
 rs0671 	 7.457732 	 0.163476 	 0.130780 
 rs0672 	 7.359646 	 0.032695 	 0.000000 
 rs0679 	 7.326951 	 0.130780 	 0.163476 
 rs0691 	 7.065390 	 0.065390 	 0.196171 
 rs0696 	 7.065390 	 0.065390 	 0.098085 
 rs0703 	 7.065390 	 0.065390 	 0.196171 
 rs0708 	 7.163476 	 0.065390 	 0.098085 
 rs0710 	 7.457732 	 0.130780 	 0.228866 
 rs0713 	 7.359646 	 0.098085 	 1.046243 
 rs0720 	 7.261561 	 0.098085 	 0.098085 
 rs0722 	 7.555817 	 0.130780 	 0.196171 
 rs0724 	 7.098085 	 0.065390 	 0.130780 
 rs0726 	 7.686597 	 0.163476 	 0.196171 
 rs0727 	 7.588512 	 0.130780 	 0.228866 
 rs0731 	 7.425036 	 0.098085 	 0.163476 
 rs0733 	 7.163476 	 0.098085 	 0.098085 
 rs0734 	 7.326951 	 0.098085 	 0.098085 
 rs0738 	 7.294256 	 0.130780 	 0.163476 
 rs0740 	 7.457732 	 0.130780 	 0.261561 
 rs0741 	 7.098085 	 0.098085 	 0.130780 
 rs0743 	 8.602060 	 8.602060 	 -8.602060 
 rs0744 	 7.326951 	 0.065390 	 0.065390 
 rs0745 	 7.294256 	 0.065390 	 0.065390 
 rs0747 	 7.163476 	 0.098085 	 0.130780 
 rs0751 	 7.032695 	 0.032695 	 0.163476 
 rs0754 	 7.261561 	 0.098085 	 0.163476 
 rs0756 	 7.588512 	 0.130780 	 0.130780 
 rs0758 	 7.228866 	 0.098085 	 0.098085 
 rs0763 	 7.294256 	 0.098085 	 0.163476 
 rs0766 	 7.098085 	 0.098085 	 0.130780 
 rs0768 	 7.326951 	 0.098085 	 0.163476 
 rs0769 	 7.294256 	 0.196171 	 0.294256 
 rs0774 	 7.555817 	 0.163476 	 0.261561 
 rs0775 	 7.621207 	 0.163476 	 0.228866 
 rs0777 	 8.013548 	 0.163476 	 0.294256 
 rs0778 	 7.523122 	 0.130780 	 0.163476 
 rs0779 	 7.163476 	 0.032695 	 0.098085 
 rs0781 	 7.163476 	 0.065390 	 0.098085 
 rs0782 	 8.602060 	 8.602060 	 -8.602060 
 rs0784 	 7.294256 	 0.032695 	 0.000000 
 rs0785 	 7.784683 	 0.130780 	 0.817378 
 rs0786 	 8.602060 	 8.602060 	 -8.602060 
 rs0788 	 7.588512 	 0.130780 	 0.130780 
 rs0790 	 8.602060 	 8.602060 	 -8.602060 
 rs0793 	 7.425036 	 0.098085 	 0.098085 
 rs0797 	 7.425036 	 0.032695 	 0.032695 
 rs0798 	 7.326951 	 0.032695 	 0.032695 
 rs0800 	 7.425036 	 0.130780 	 0.130780 
 rs0802 	 7.555817 	 0.163476 	 0.228866 
 rs0804 	 7.948158 	 0.098085 	 0.098085 
 rs0805 	 8.602060 	 8.602060 	 -8.602060 
 rs0806 	 7.196171 	 0.098085 	 0.098085 
 rs0808 	 8.602060 	 8.602060 	 -8.602060 
 rs0809 	 7.130780 	 0.065390 	 0.130780 
 rs0810 	 8.602060 	 8.602060 	 -8.602060 
 rs0811 	 7.098085 	 0.065390 	 0.098085 
 rs0812 	 7.196171 	 0.098085 	 0.130780 
 rs0815 	 7.653902 	 0.163476 	 0.163476 
 rs0818 	 7.653902 	 0.130780 	 0.163476 
 rs0823 	 7.098085 	 0.065390 	 0.098085 
 rs0828 	 7.490427 	 0.130780 	 0.196171 
 rs0830 	 7.457732 	 0.130780 	 0.130780 
 rs0831 	 7.163476 	 0.130780 	 0.130780 
 rs0832 	 7.817378 	 0.196171 	 0.163476 
 rs0833 	 7.425036 	 0.098085 	 0.098085 
 rs0834 	 7.294256 	 0.098085 	 0.065390 
 rs0838 	 7.228866 	 0.098085 	 0.098085 
 rs0839 	 7.032695 	 0.032695 	 0.163476 
 rs0840 	 7.588512 	 0.130780 	 0.163476 
 rs0842 	 7.751987 	 0.130780 	 0.163476 
 rs0843 	 7.294256 	 0.130780 	 0.098085 
 rs0846 	 7.261561 	 0.098085 	 0.130780 
 rs0847 	 7.228866 	 0.065390 	 0.130780 
 rs0850 	 7.065390 	 0.065390 	 0.196171 
 rs0855 	 7.163476 	 0.130780 	 0.196171 
 rs0866 	 7.196171 	 0.098085 	 0.130780 
 rs0868 	 7.228866 	 0.098085 	 0.130780 
 rs0869 	 7.621207 	 0.098085 	 0.098085 
 rs0871 	 7.490427 	 0.130780 	 0.196171 
 rs0873 	 7.261561 	 0.065390 	 0.098085 
 rs0875 	 7.425036 	 0.065390 	 0.032695 
 rs0880 	 7.261561 	 0.098085 	 0.098085 
 rs0882 	 7.326951 	 0.032695 	 0.032695 
 rs0886 	 7.523122 	 0.032695 	 0.032695 
 rs0887 	 7.196171 	 0.065390 	 0.098085 
 rs0893 	 8.602060 	 8.602060 	 -8.602060 
 rs0896 	 7.457732 	 0.000000 	 0.032695 
 rs0897 	 7.392341 	 0.098085 	 0.098085 
 rs0899 	 7.392341 	 0.294256 	 0.653902 
 rs0900 	 7.751987 	 0.130780 	 0.098085 
 rs0906 	 7.719292 	 0.130780 	 0.130780 
 rs0907 	 7.392341 	 0.130780 	 0.196171 
 rs0909 	 7.425036 	 0.130780 	 0.163476 
 rs0916 	 7.523122 	 0.098085 	 0.130780 
 rs0919 	 7.686597 	 0.163476 	 0.228866 
 rs0920 	 7.457732 	 0.163476 	 0.228866 
 rs0921 	 7.163476 	 0.065390 	 0.130780 
 rs0923 	 7.555817 	 0.228866 	 0.490427 
 rs0927 	 7.163476 	 0.130780 	 0.196171 
 rs0930 	 7.588512 	 0.130780 	 0.196171 
 rs0932 	 7.686597 	 0.163476 	 0.228866 
 rs0933 	 7.686597 	 0.196171 	 0.228866 
 rs0934 	 7.392341 	 0.098085 	 0.163476 
 rs0935 	 7.523122 	 0.130780 	 0.163476 
 rs0944 	 8.602060 	 8.602060 	 -8.602060 
 rs0945 	 7.359646 	 0.130780 	 0.130780 
 rs0950 	 7.719292 	 0.163476 	 0.130780 
 rs0953 	 7.098085 	 0.032695 	 0.098085 
 rs0954 	 7.261561 	 0.000000 	 0.065390 
 rs0957 	 7.948158 	 0.163476 	 0.196171 
 rs0958 	 7.163476 	 0.098085 	 0.163476 
 rs0959 	 8.602060 	 8.602060 	 -8.602060 
 rs0960 	 7.784683 	 0.261561 	 0.457732 
 rs0962 	 7.326951 	 0.130780 	 0.163476 
 rs0967 	 7.326951 	 0.098085 	 0.130780 
 rs0970 	 7.163476 	 0.098085 	 0.163476 
 rs0974 	 7.130780 	 0.032695 	 0.065390 
 rs0976 	 8.602060 	 8.602060 	 -8.602060 
 rs0977 	 7.784683 	 0.228866 	 0.392341 
 rs0978 	 7.490427 	 0.032695 	 0.065390 
 rs0980 	 7.228866 	 0.098085 	 0.130780 
 rs0981 	 7.686597 	 0.130780 	 0.130780 
 rs0982 	 8.602060 	 8.602060 	 -8.602060 
 rs0983 	 7.719292 	 0.098085 	 0.163476 
 rs0984 	 7.425036 	 0.098085 	 0.098085 
 rs0985 	 7.653902 	 0.163476 	 0.130780 
 rs0986 	 7.588512 	 0.261561 	 1.013548 
 rs0989 	 7.294256 	 0.065390 	 0.098085 
 rs0991 	 7.098085 	 0.065390 	 0.130780 
 rs0995 	 7.196171 	 0.098085 	 0.098085 
 rs0996 	 7.588512 	 0.196171 	 0.261561 
 rs0997 	 7.261561 	 0.098085 	 0.098085 
 rs1000 	 7.261561 	 0.065390 	 0.065390 
 rs1001 	 8.602060 	 8.602060 	 -8.602060 
 rs1004 	 8.602060 	 8.602060 	 -8.602060 
 rs1005 	 7.392341 	 0.000000 	 0.032695 
 rs1010 	 7.163476 	 0.098085 	 0.098085 
 rs1014 	 8.046243 	 0.196171 	 0.228866 
 rs1016 	 7.032695 	 0.032695 	 0.130780 
 rs1017 	 8.602060 	 8.602060 	 -8.602060 
 rs1020 	 8.602060 	 8.602060 	 -8.602060 
 rs1021 	 7.555817 	 0.130780 	 0.163476 
 rs1023 	 7.294256 	 0.032695 	 0.032695 
 rs1025 	 8.602060 	 8.602060 	 -8.602060 
 rs1028 	 7.392341 	 0.065390 	 0.130780 
 rs1029 	 7.490427 	 0.130780 	 0.130780 
 rs1030 	 8.602060 	 8.602060 	 -8.602060 
 rs1032 	 7.719292 	 0.163476 	 0.196171 
 rs1034 	 7.653902 	 0.163476 	 0.163476 
 rs1035 	 7.784683 	 0.098085 	 0.130780 
 rs1036 	 7.457732 	 0.000000 	 0.065390 
 rs1038 	 7.555817 	 0.163476 	 0.196171 
 rs1040 	 7.588512 	 0.228866 	 0.359646 
 rs1041 	 8.602060 	 8.602060 	 -8.602060 
 rs1043 	 8.602060 	 8.602060 	 -8.602060 
 rs1045 	 7.359646 	 0.130780 	 0.196171 
 rs1046 	 7.555817 	 0.032695 	 0.000000 
 rs1047 	 7.523122 	 0.130780 	 0.163476 
 rs1048 	 7.065390 	 0.065390 	 0.130780 
 rs1049 	 7.098085 	 0.065390 	 0.130780 
 rs1050 	 7.686597 	 0.196171 	 0.261561 
 rs1052 	 7.425036 	 0.163476 	 0.130780 
 rs1054 	 8.602060 	 8.602060 	 -8.602060 
 rs1055 	 7.588512 	 0.130780 	 0.163476 
 rs1057 	 7.098085 	 0.098085 	 0.098085 
 rs1058 	 7.294256 	 0.130780 	 0.196171 
 rs1059 	 7.163476 	 0.098085 	 0.098085 
 rs1060 	 8.046243 	 0.065390 	 0.130780 
 rs1062 	 7.130780 	 0.065390 	 0.098085 
 rs1065 	 7.457732 	 0.130780 	 0.130780 
 rs1070 	 7.621207 	 0.130780 	 0.196171 
 rs1072 	 7.392341 	 0.098085 	 0.163476 
 rs1073 	 7.490427 	 0.294256 	 0.980853 
 rs1074 	 7.653902 	 0.130780 	 0.130780 
 rs1075 	 7.098085 	 0.032695 	 0.098085 
 rs1079 	 7.228866 	 0.098085 	 0.098085 
 rs1080 	 7.261561 	 0.163476 	 0.130780 
 rs1081 	 7.457732 	 0.065390 	 0.130780 
 rs1082 	 7.228866 	 0.098085 	 0.065390 
 rs1083 	 7.425036 	 0.130780 	 0.163476 
 rs1084 	 7.359646 	 0.098085 	 0.163476 
 rs1086 	 7.392341 	 0.000000 	 0.032695 
 rs1087 	 7.261561 	 0.130780 	 0.163476 
 rs1088 	 7.588512 	 0.000000 	 0.000000 
 rs1091 	 7.359646 	 0.065390 	 0.098085 
 rs1092 	 7.228866 	 0.065390 	 0.065390 
 rs1098 	 7.588512 	 0.130780 	 0.130780 
 rs1100 	 7.359646 	 0.098085 	 0.098085 
 rs1102 	 7.000000 	 0.000000 	 0.098085 
 rs1103 	 8.602060 	 8.602060 	 -8.602060 
 rs1104 	 7.326951 	 0.163476 	 0.196171 
 rs1105 	 7.621207 	 0.130780 	 0.163476 
 rs1106 	 8.602060 	 8.602060 	 -8.602060 
 rs1108 	 7.653902 	 0.228866 	 0.294256 
 rs1109 	 7.163476 	 0.098085 	 0.098085 
 rs1110 	 7.261561 	 0.130780 	 0.130780 
 rs1111 	 7.392341 	 0.000000 	 0.032695 
 rs1112 	 7.425036 	 0.032695 	 0.000000 
 rs1113 	 7.653902 	 0.163476 	 0.948158 
 rs1114 	 7.196171 	 0.098085 	 0.163476 
 rs1116 	 7.294256 	 0.032695 	 0.000000 
 rs1117 	 7.555817 	 0.130780 	 0.196171 
 rs1118 	 7.228866 	 0.065390 	 0.065390 
 rs1120 	 8.602060 	 8.602060 	 -8.602060 
 rs1121 	 7.032695 	 0.032695 	 0.098085 
 rs1122 	 7.130780 	 0.098085 	 0.130780 
 rs1123 	 7.163476 	 0.032695 	 0.098085 
 rs1125 	 7.326951 	 0.098085 	 0.130780 
 rs1126 	 7.621207 	 0.130780 	 0.163476 
 rs1128 	 7.784683 	 0.098085 	 0.130780 
 rs1129 	 7.457732 	 0.000000 	 0.000000 
 rs1131 	 7.032695 	 0.032695 	 0.098085 
 rs1132 	 8.602060 	 8.602060 	 -8.602060 
 rs1134 	 7.326951 	 0.065390 	 0.032695 
 rs1137 	 7.392341 	 0.098085 	 0.098085 
 rs1142 	 7.523122 	 0.163476 	 0.163476 
 rs1143 	 7.621207 	 0.163476 	 0.261561 
 rs1146 	 7.163476 	 0.098085 	 0.098085 
 rs1147 	 8.602060 	 8.602060 	 -8.602060 
 rs1148 	 7.065390 	 0.065390 	 0.163476 
 rs1149 	 8.602060 	 8.602060 	 -8.602060 
 rs1150 	 7.457732 	 0.000000 	 0.065390 
 rs1152 	 7.163476 	 0.032695 	 0.032695 
 rs1154 	 7.359646 	 0.098085 	 0.130780 
 rs1156 	 7.621207 	 0.130780 	 0.163476 
 rs1157 	 8.602060 	 8.602060 	 -8.602060 
 rs1159 	 7.621207 	 0.130780 	 0.163476 
 rs1162 	 7.326951 	 0.098085 	 0.098085 
 rs1163 	 7.653902 	 0.163476 	 0.130780 
