#Name   Z    Err_down    Err_up
rs0853      8.43791    0.0980853     0.163476
rs0867      8.11096     0.751987    -0.751987
rs0868      8.96103      1.60206     -1.60206
rs0870      8.11096     0.751987    -0.751987
rs0906      8.96103      1.60206     -1.60206
rs0893      8.30713    0.0326951    0.0326951
rs0880      8.47060    0.0653902    0.0326951
rs0879      8.96103     0.294256      0.00000
rs0875      8.43791    0.0326951      0.00000
rs0872      8.43791    0.0653901     0.163476
rs0900      8.96103      1.60206     -1.60206
rs0923      8.30713    0.0980853    0.0980853
rs0919      8.40521    0.0980853    0.0653902
rs0908      8.17635     0.817378    -0.817378
rs0907      8.43791    0.0980853    0.0980854
rs0915      8.27443    0.0653902      0.00000
rs0917      8.04557     0.686597    -0.686597
rs0916      8.30713      0.00000     0.163476
rs0920      8.40521    0.0653902    0.0980853
rs0921      8.43791    0.0326951     0.130780
rs0932      8.30713    0.0326951     0.130780
rs0926      8.27443    0.0326951    0.0980853
rs0930      8.30713    0.0326951     0.163476
rs0934      8.40521    0.0653902    0.0326951
rs0945      8.50330    0.0980853     0.163476
rs0944      8.33982    0.0653902    0.0326952
rs0968      8.27443    0.0653902    0.0653902
rs0953      8.96103      1.60206     -1.60206
rs1347      8.96103      1.60206     -1.60206
rs0976      8.27443    0.0326951    0.0326951
rs0975      8.40521    0.0653902    0.0653902
rs0978      8.96103      1.60206     -1.60206
rs0967      8.96103      1.60206     -1.60206
rs0970      8.37252      0.00000      0.00000
rs0958      8.96103      1.60206     -1.60206
rs0959      8.27443    0.0653902    0.0326951
rs0981      8.27443      0.00000      0.00000
rs0984      8.96103      1.60206     -1.60206
rs0985      8.27443      0.00000      0.00000
rs0983      8.27443      0.00000    0.0326951
rs0790      8.27443    0.0326951    0.0980853
rs0793      8.40521    0.0326951     0.196171
rs1342      8.96103      1.60206     -1.60206
rs0873      8.63408    0.0326952    0.0980853
rs0910      8.96103     0.294256      0.00000
rs0909      8.33982    0.0326951    0.0653902
rs0933      8.27443    0.0326951    0.0653902
rs0935      8.37252    0.0653902    0.0980853
rs0936      8.96103      1.60206     -1.60206
rs1345      8.96103      1.60206     -1.60206
rs0954      8.63408    0.0326952    0.0326951
rs1348      8.50330    0.0653902    0.0653902
rs0957      8.11096     0.751987    -0.751987
rs0950      8.14365     0.784682    -0.784682
rs0946      8.53599     0.163476     0.261561
rs0941      8.50330     0.196171    0.0326952
rs1346      8.27443    0.0980853    0.0980853
rs0979      8.27443     0.130780     0.130780
rs0980      8.33982     0.980853    -0.980853
rs1353      8.96103      1.60206     -1.60206
rs1350      8.43791    0.0653901    0.0653902
rs1351      8.96103      1.60206     -1.60206
rs1349      8.53599      1.17702     -1.17702
rs0960      8.27443    0.0653902    0.0653902
rs0982      8.24174    0.0326951    0.0653902
rs0833      8.96103      1.60206     -1.60206
rs0831      8.40521      0.00000      0.00000
rs0818      8.30713    0.0326951    0.0326951
rs0822      8.24174    0.0326951    0.0326951
rs0821      8.04557     0.686597    -0.686597
rs0823      8.96103      1.60206     -1.60206
rs0816      8.27443    0.0653902    0.0980853
rs0814      7.98018     0.621207    -0.621207
rs0815      8.27443    0.0326951    0.0653902
rs0820      8.27443    0.0326951      0.00000
rs0805      8.01287      0.00000      0.00000
rs1518      8.76486     0.228866    0.0326951
rs1000      8.50330    0.0326951    0.0326952
rs1002      8.40521    0.0980853     0.392341
rs1033      8.96103      1.60206     -1.60206
rs1034      8.33982    0.0653902    0.0653902
rs1074      8.27443      0.00000      0.00000
rs1081      8.37252    0.0326952    0.0326951
rs1109      8.96103      1.60206     -1.60206
rs1110      8.37252    0.0326952      0.00000
rs1111      8.96103      1.60206     -1.60206
rs1114      8.37252    0.0326952    0.0326951
rs1116      8.96103      1.60206     -1.60206
rs1134      8.60138    0.0653901    0.0653902
rs1159      8.33982    0.0653902    0.0980853
rs1163      8.96103      1.60206     -1.60206
rs1175      8.27443    0.0326951     0.196171
rs1202      8.37252    0.0653902    0.0653901
rs1036      8.96103      1.60206     -1.60206
rs1260      8.30713    0.0653902     0.130780
rs1261      8.27443    0.0326951    0.0326951
rs1472      8.73216    0.0980853    0.0326951
rs1473      8.96103      1.60206     -1.60206
rs0989      8.96103      1.60206     -1.60206
rs1355      8.27443      0.00000      0.00000
rs0991      8.96103      1.60206     -1.60206
rs0997      8.96103      1.60206     -1.60206
rs0998      8.07826     0.719292    -0.719292
rs1015      8.11096     0.751987    -0.751987
rs1026      8.27443    0.0326951    0.0326951
rs1038      8.27443      0.00000    0.0326951
rs1437      8.96103      1.60206     -1.60206
rs1491      8.96103      1.60206     -1.60206
rs1449      8.96103      1.60206     -1.60206
rs0988      8.96103     0.326951      0.00000
rs1119      8.37252    0.0980853    0.0980853
rs1121      8.96103      1.60206     -1.60206
rs1122      8.96103      1.60206     -1.60206
rs1004      8.96103      1.60206     -1.60206
rs1005      8.53599      1.17702     -1.17702
rs1010      8.33982     0.980853    -0.980853
rs1075      8.96103      1.60206     -1.60206
rs1093      8.50330      0.00000      0.00000
rs1178      8.96103      1.60206     -1.60206
rs1297      8.14365     0.784682    -0.784682
rs1446      8.47060     0.163476    0.0653902
rs1086      8.60138      1.24241     -1.24241
rs0996      8.30713    0.0326951     0.228866
rs1001      8.17635     0.817378    -0.817378
rs1117      8.30713    0.0326951    0.0326951
rs1185      8.96103      1.60206     -1.60206
rs1003      8.50330     0.163476     0.130780
rs1394      8.07826     0.719292    -0.719292
rf0058      8.40521    0.0653902    0.0653902
rf0526      8.24174    0.0653902    0.0653902
rf0024      8.53599    0.0980854    0.0980853
rs1054      8.14365    0.0980853     0.130780
rs1219      8.96103      1.60206     -1.60206
rs1245      8.33982    0.0653902    0.0980853
rf0530      8.07826     0.719292    -0.719292
rs1025      8.96103      1.60206     -1.60206
rf0053      8.96103      1.60206     -1.60206
rf0051      8.27443    0.0980853    0.0653902
rs1264      8.96103      1.60206     -1.60206
rs1143      8.27443    0.0326951     0.130780
rs1361      8.30713    0.0326951    0.0653902
rs1398      8.96103      1.60206     -1.60206
rs1399      8.96103      1.60206     -1.60206
rs1409      8.60138    0.0653901    0.0326952
rs1291      8.96103      1.60206     -1.60206
rf0022      8.40521      1.04624     -1.04624
rs1259      8.96103      1.60206     -1.60206
rs1018      8.47060     0.130780     0.130780
rs1028      8.40521    0.0326951    0.0980853
rs1031      8.43791     0.130780     0.130780
rs1032      8.30713    0.0326951    0.0653902
rs1062      8.96103      1.60206     -1.60206
rs1063      8.04557      0.00000      0.00000
rs1064      8.96103      1.60206     -1.60206
rs1068      8.43791    0.0653901     0.130780
rs1084      8.40521    0.0653902    0.0653902
rs1157      8.30713    0.0326951    0.0980853
rs1162      8.76486    0.0653902    0.0653902
rs1395      8.40521    0.0326951    0.0326951
rs1211      8.40521      1.04624     -1.04624
rs1364      8.96103      1.60206     -1.60206
rs1217      8.60138    0.0980853     0.196171
rs1218      8.73216    0.0980853    0.0326951
rs1221      8.30713    0.0653902     0.163476
rs1366      8.50330    0.0326951    0.0326952
rs1223      8.30713    0.0653902    0.0980853
rs1230      8.66677      0.00000    0.0326951
rs1371      8.37252    0.0653902     0.130780
rs1373      8.27443    0.0653902     0.163475
rs1235      8.63408    0.0653902     0.163475
rs1377      8.96103      1.60206     -1.60206
rs1385      8.33982    0.0326951    0.0653902
rs1396      8.27443    0.0653902    0.0326951
rs1397      8.37252    0.0653902    0.0326951
rs1401      8.27443    0.0326951    0.0326951
rs1257      8.11096     0.751987    -0.751987
rs1262      8.33982    0.0980853     0.130780
rs1293      8.96103      1.60206     -1.60206
rs1298      8.27443    0.0326951     0.130780
rs1303      8.20904     0.130780     0.686597
rs1305      8.07826     0.719292    -0.719292
rs1310      8.37252    0.0653902    0.0653901
rs1393      8.27443      0.00000    0.0326951
rf0006      8.53599     0.196171    0.0653901
rf0010      8.17635     0.817378    -0.817378
rf0012      8.27443    0.0326951     0.130780
rf0013      8.96103      1.60206     -1.60206
rf0014      8.33982    0.0980853     0.196171
rf0015      8.96103      1.60206     -1.60206
rs1106      8.96103      1.60206     -1.60206
rs1108      8.27443    0.0326951     0.130780
rs1112      8.96103      1.60206     -1.60206
rs1126      8.96103      1.60206     -1.60206
rs1029      8.37252    0.0653902    0.0326951
rs1030      8.27443      0.00000    0.0326951
rs1035      8.17635     0.817378    -0.817378
rs1040      8.30713    0.0980853     0.163476
rs1047      8.37252    0.0653902    0.0326951
rs1050      8.27443    0.0326951    0.0326951
rs1052      8.30713      0.00000      0.00000
rs1055      8.30713    0.0326951     0.163476
rs1057      8.96103      1.60206     -1.60206
rs1065      8.40521    0.0980853    0.0653902
rs1072      8.43791    0.0980853    0.0326952
rs1382      8.33982    0.0653902    0.0326952
rs1149      8.27443    0.0653902    0.0980853
rs1150      8.53599    0.0326952      0.00000
rs1165      8.43791    0.0653901    0.0326952
rs1278      8.96103      1.60206     -1.60206
rs1405      8.27443    0.0653902     0.130780
rs1267      8.96103      1.60206     -1.60206
rf0150      8.96103      1.60206     -1.60206
rs1270      8.14365     0.784682    -0.784682
rf0049      8.33982    0.0653902     0.130780
rs1271      8.33982    0.0653902    0.0653902
rf0573      8.30713    0.0326951     0.196171
rf0129      8.43791    0.0653901    0.0653902
rs1152      8.96103      1.60206     -1.60206
rs1168      8.96103      1.60206     -1.60206
rs1187      8.96103      1.60206     -1.60206
rf0540      8.96103      1.60206     -1.60206
rs1378      8.40521    0.0653902    0.0980853
rs1387      8.33982    0.0653902    0.0653902
rs1302      8.27443    0.0326951     0.130780
rs0995      8.96103      1.60206     -1.60206
rs1391      8.43791    0.0653901    0.0653902
rf0136      8.69947     0.196171    0.0980853
rs1006      8.14365     0.784682    -0.784682
rs1017      8.27443    0.0653902    0.0326951
rf0048      8.30713    0.0326951    0.0980853
rs1268      8.96103      1.60206     -1.60206
rf0554      8.24174    0.0980853    0.0653902
rs1266      8.96103      1.60206     -1.60206
rf0042      8.27443    0.0326951    0.0653902
rf0037      8.96103      1.60206     -1.60206
rf0108      8.14365     0.784682    -0.784682
rf0527      8.27443    0.0653902    0.0980853
rf0109      8.40521    0.0326951    0.0326951
rs1169      8.96103      1.60206     -1.60206
rs1183      8.53599    0.0980854     0.130780
rs1384      8.11096     0.751987    -0.751987
rs1383      8.96103      1.60206     -1.60206
rs1248      8.96103      1.60206     -1.60206
rs1191      8.96103      1.60206     -1.60206
rf0099      8.33982    0.0653902    0.0326952
rf0549      8.27443    0.0980853    0.0980853
rf0076      8.37252    0.0653902     0.130780
rs1272      8.30713    0.0326951    0.0326951
rf0561      8.43791     0.163475    0.0653902
rf0041      8.96103      1.60206     -1.60206
rs1265      8.37252    0.0326952    0.0653901
rs1123      8.96103      1.60206     -1.60206
rs1132      8.27443    0.0326951    0.0653902
rf0062      8.96103      1.60206     -1.60206
rs1023      8.96103      1.60206     -1.60206
rf0564      8.47060    0.0653902    0.0980853
rf0065      8.27443      0.00000    0.0653902
rf0102      8.30713    0.0653902     0.261561
rf0531      8.24174    0.0326951    0.0326951
rs1087      8.47060    0.0980853     0.130780
rs1103      8.04557     0.686597    -0.686597
rs1105      8.30713    0.0326951    0.0653902
rf0023      8.30713    0.0326951     0.130780
rf0111      8.43791    0.0653901    0.0326952
rs1128      8.11096     0.751987    -0.751987
rs1129      8.53599      1.17702     -1.17702
rs1142      8.33982    0.0653902     0.130780
rs1145      8.50330     0.130780    0.0326952
rs1151      8.43791     0.130780     0.130780
rs1156      8.30713    0.0326951      0.00000
rf0517      8.27443    0.0653902    0.0980853
rf0524      8.30713    0.0980853    0.0980853
rs1210      8.50330    0.0980853     0.228866
rf0518      8.30713     0.915463     0.392341
rs1224      8.40521    0.0653902     0.196171
rs1386      8.96103      1.60206     -1.60206
rs1375      8.01287     0.653902    -0.653902
rs1381      8.14365     0.784682    -0.784682
rs1250      8.79755     0.130780    0.0326952
rf0125      8.96103      1.60206     -1.60206
rs1277      8.33982    0.0653902      0.00000
rf0126      8.96103      1.60206     -1.60206
rf0128      8.47060    0.0653902    0.0653902
rf0026      8.14365     0.784682    -0.784682
rs1020      8.37252    0.0980853    0.0326951
rs1102      8.96103      1.60206     -1.60206
rs1118      8.96103      1.60206     -1.60206
rs1131      8.96103      1.60206     -1.60206
rs1138      8.43791    0.0653901     0.163476
rs1188      8.14365     0.784682    -0.784682
rs1192      8.27443    0.0653902     0.163475
rf0118      8.30713    0.0980853     0.228866
rs1372      8.60138    0.0653901    0.0653902
rs1016      8.96103      1.60206     -1.60206
rf0079      8.37252    0.0653902     0.196171
rf0084      8.43791    0.0980853    0.0653902
rs1060      8.04557     0.686597    -0.686597
rf0537      8.27443    0.0980853    0.0653902
rf0148      8.66677    0.0326951    0.0980853
rs1229      8.37252      0.00000    0.0326951
rf0162      8.27443    0.0326951      0.00000
rf0060      8.30713    0.0326951    0.0326951
rs1236      8.37252    0.0326952    0.0326951
rf0077      8.27443      0.00000      0.00000
rf0072      8.07826     0.719292    -0.719292
rf0083      8.30713    0.0326951     0.196171
rf0532      8.24174    0.0326951    0.0326951
rf0064      8.24174    0.0326951    0.0326951
rf0092      8.96103      1.60206     -1.60206
rs1082      8.96103      1.60206     -1.60206
rs1083      8.96103      1.60206     -1.60206
rf0017      8.33982    0.0653902    0.0653902
rf0045      8.27443    0.0326951    0.0326951
rf0138      8.96103      1.60206     -1.60206
rf0055      8.96103     0.163476      0.00000
rf0547      8.14365      0.00000    0.0326951
rf0207      8.40521     0.130780    0.0653902
rf0550      8.24174      0.00000    0.0326951
rf0528      8.27443    0.0980853    0.0653902
rf0225      8.07826     0.719292    -0.719292
rf0534      8.27443    0.0653902    0.0653902
rf0143      8.40521    0.0653902    0.0326951
rf0007      8.66677     0.130780    0.0980853
rf0576      8.24174    0.0653902    0.0326951
rf0551      8.27443    0.0653902    0.0653902
rf0061      8.47060    0.0980853     0.196171
rf0553      8.27443     0.130780     0.196171
rf0104      8.27443    0.0326951    0.0326951
rf0107      8.27443    0.0326951     0.130780
rf0043      8.40521      1.04624     -1.04624
rs1059      8.53599    0.0980854    0.0653901
rf0105      8.27443      0.00000    0.0326951
rs1070      8.96103      1.60206     -1.60206
rf0132      8.96103      1.60206     -1.60206
rs1076      8.53599    0.0980854    0.0653901
rs1080      8.47060    0.0980853     0.326951
rf0133      8.53599      1.17702     -1.17702
rf0113      8.63408    0.0653902     0.130780
rf0040      8.96103      1.60206     -1.60206
rs1125      8.43791    0.0653901    0.0653902
rf0520      8.27443    0.0653902     0.196171
rs1135      8.30713    0.0653902     0.196171
rs1137      8.96103      1.60206     -1.60206
rf0294      8.96103      1.60206     -1.60206
rs1359      8.96103      1.60206     -1.60206
rf0543      8.24174    0.0980853    0.0980853
rs1406      8.47060     0.163476    0.0653902
rs1154      8.96103      1.60206     -1.60206
rf0016      8.66677    0.0326951      0.00000
rf0516      8.27443    0.0326951    0.0653902
rs1164      8.24174     0.130780    0.0326951
rs1170      8.40521    0.0653902    0.0653902
rs1171      8.30713     0.948158    -0.948158
rs1172      8.27443    0.0326951      0.00000
rf0068      8.27443    0.0980853     0.163475
rs1177      8.33982    0.0980853    0.0980853
rs1179      8.96103      1.60206     -1.60206
rs1182      8.43791    0.0653901     0.130780
rs1184      8.30713    0.0326951    0.0653902
rs1388      8.27443    0.0980853    0.0653902
rs1190      8.50330      1.14433     -1.14433
rs1197      8.96103      1.60206     -1.60206
rs1198      8.96103      1.60206     -1.60206
rs1200      8.27443      0.00000    0.0980853
rs1362      8.50330    0.0653902    0.0326952
rf0070      8.27443    0.0653902    0.0326951
rs1205      8.96103      1.60206     -1.60206
rs1207      8.96103      1.60206     -1.60206
rs1208      8.27443    0.0980853     0.130780
rs1209      8.96103      1.60206     -1.60206
rs1212      8.37252    0.0326952    0.0980853
rs1213      8.79755     0.294256    0.0980854
rs1214      8.96103      1.60206     -1.60206
rf0011      8.47060    0.0653902    0.0653902
rs1220      8.96103      1.60206     -1.60206
rs1222      8.33982    0.0653902     0.130780
rf0555      8.11096     0.751987    -0.751987
rf0036      8.27443    0.0326951    0.0980853
rs1226      8.96103     0.130780      0.00000
rs1370      8.30713    0.0326951     0.130780
rf0117      8.40521    0.0653902    0.0326951
rf0121      8.04557     0.686597    -0.686597
rf0621      7.98018    0.0653902     0.163476
rs1389      8.17635     0.817378    -0.817378
rf0579      8.27443    0.0326951      0.00000
rs1403      8.30713    0.0326951    0.0980853
rs1404      8.66677      0.00000    0.0326951
rs1283      8.27443    0.0653902    0.0653902
rs1296      8.14365      0.00000      0.00000
rf0134      8.40521    0.0326951      0.00000
rs1091      8.96103      1.60206     -1.60206
rf0246      8.07826      0.00000      0.00000
rf0127      8.40521      1.04624     -1.04624
rf0317      8.30713    0.0326951     0.228866
rf0073      8.96103      1.60206     -1.60206
rf0577      8.30713    0.0980853     0.163476
rf0533      8.37252    0.0653902    0.0326951
rf0028      8.37252    0.0980853     0.228866
rf0029      8.30713      0.00000      0.00000
rf0030      8.47060    0.0653902    0.0653902
rf0031      8.96103      1.60206     -1.60206
rf0032      8.43791    0.0326951     0.163476
rf0033      8.33982    0.0980853     0.130780
rf0536      8.96103      1.60206     -1.60206
rf0034      8.27443    0.0326951    0.0653902
rf0539      8.27443    0.0326951    0.0653902
rf0574      8.27443    0.0326951      0.00000
rs1254      8.63408      0.00000    0.0326951
rs1092      8.53599    0.0326952    0.0980853
rs1098      8.33982    0.0326951    0.0653902
rs1100      8.96103      1.60206     -1.60206
rs1104      8.47060    0.0980853    0.0980853
rf0158      8.63408    0.0653902    0.0653901
rs1124      8.40521    0.0980853     0.130780
rs1147      8.30713    0.0653902     0.196171
rs1079      8.47060    0.0326952    0.0653902
rs1195      8.43791    0.0326951    0.0326952
rf0071      8.96103      1.60206     -1.60206
rf0119      8.30713    0.0653902    0.0980853
rf0123      8.27443    0.0653902     0.130780
rs1294      8.56869    0.0326951    0.0653902
rs1292      8.50330     0.130780     0.261561
rs1290      8.14365      0.00000      0.00000
rs1289      8.33982    0.0653902    0.0653902
rs1286      8.40521    0.0653902    0.0980853
rf0620      8.27443    0.0326951     0.163475
rs1284      8.11096     0.751987    -0.751987
rf0074      8.60138    0.0653901     0.196171
rs1408      8.43791    0.0653901    0.0980854
rs1043      8.11096      0.00000      0.00000
rf0545      8.37252     0.130780     0.130780
rs1053      8.11096      0.00000      0.00000
rs1048      8.96103      1.60206     -1.60206
rf0623      8.27443    0.0653902     0.163475
rs1046      8.50330      1.14433     -1.14433
rs1045      8.47060    0.0653902    0.0980853
rs1021      8.33982    0.0653902    0.0653902
rs1014      8.07826     0.719292    -0.719292
rf0616      8.30713    0.0326951     0.261561
rs1011      8.47060     0.163476    0.0653902
rf0582      8.27443    0.0980853     0.163475
rf0164      8.96103      1.60206     -1.60206
rf0249      8.96103      1.60206     -1.60206
rf0250      8.04557     0.686597    -0.686597
rf0326      8.30713    0.0653902     0.130780
rf0684      8.96103      1.60206     -1.60206
rf0340      8.27443    0.0326951      0.00000
rf0612      8.50330    0.0326951    0.0653902
rf0221      8.63408      0.00000      0.00000
rf0283      8.96103      1.60206     -1.60206
rf0229      8.40521    0.0653902    0.0980853
rf0241      8.04557     0.686597    -0.686597
rf0263      8.96103      1.60206     -1.60206
rf0264      8.96103      1.60206     -1.60206
rf0295      8.50330      0.00000    0.0326952
rf0315      8.96103      1.60206     -1.60206
rf0316      8.40521    0.0326951    0.0980853
rs1304      8.27443    0.0653902    0.0326951
rf0303      8.33982    0.0653902     0.130780
rs1301      8.86294     0.163476    0.0653902
rs1282      8.60138      1.24241     -1.24241
rs1299      8.30713    0.0326951    0.0326951
rf0314      8.30713    0.0980853     0.130780
rf0318      8.24174     0.130780    0.0980853
rf0267      8.96103      1.60206     -1.60206
rf0166      8.66677      0.00000      0.00000
rf0319      8.60138      1.24241     -1.24241
rs1258      8.33982     0.980853    -0.980853
rs1281      8.30713    0.0326951    0.0653902
rf0333      8.96103      1.60206     -1.60206
rf0223      8.96103      1.60206     -1.60206
rf0259      8.40521    0.0653902    0.0980853
rf0227      8.40521    0.0653902    0.0980853
rf0338      8.27443    0.0326951    0.0653902
rf0279      8.30713     0.130780     0.228866
rf0234      8.37252      0.00000      0.00000
rf0580      8.40521     0.130780    0.0653902
rf0157      8.07826     0.719292    -0.719292
rf0167      8.96103      1.60206     -1.60206
rf0237      8.96103      1.60206     -1.60206
rf0586      8.43791     0.130780     0.163476
rf0284      8.17635     0.817378    -0.817378
rf0236      8.30713    0.0653902     0.228866
rf0169      8.33982    0.0653902     0.130780
rf0171      8.96103      1.60206     -1.60206
rf0173      8.96103      1.60206     -1.60206
rf0238      8.37252    0.0980853    0.0326951
rf0638      8.50330    0.0326951     0.130780
rf0175      8.37252    0.0653902    0.0653901
rf0587      8.30713    0.0326951     0.130780
rf0328      8.53599    0.0980854     0.130780
rf0176      8.96103      1.60206     -1.60206
rf0291      8.43791    0.0326951    0.0653902
rf0177      8.40521    0.0326951    0.0326951
rf0292      8.96103      1.60206     -1.60206
rf0179      8.27443      0.00000    0.0326951
rf0242      8.96103      1.60206     -1.60206
rf0181      8.33982    0.0653902     0.163476
rs1307      8.96103      1.60206     -1.60206
rs1280      8.33982    0.0653902     0.163476
rf0335      8.27443    0.0326951     0.163475
rf0297      8.96103      1.60206     -1.60206
rf0596      8.33982    0.0326951     0.228866
rf0240      8.07826     0.719292    -0.719292
rf0251      8.96103      1.60206     -1.60206
rf0190      8.40521      0.00000      0.00000
rf0268      8.37252    0.0980853    0.0980853
rf0332      8.11096      0.00000      0.00000
rf0192      8.33982    0.0653902     0.228866
rf0193      8.40521      0.00000     0.196171
rf0195      8.40521    0.0326951    0.0980853
rf0197      8.30713    0.0326951    0.0653902
rf0201      8.96103      1.60206     -1.60206
rf0205      8.96103      1.60206     -1.60206
rf0622      8.27443    0.0980853    0.0653902
rf0239      8.96103      1.60206     -1.60206
rf0206      8.63408     0.163476    0.0326951
rf0339      8.96103      1.60206     -1.60206
rf0210      8.33982    0.0326951    0.0326952
rf0631      8.11096      0.00000      0.00000
rf0342      8.50330    0.0653902    0.0653902
rf0634      8.24174    0.0980853     0.130780
rf0265      8.14365     0.784682    -0.784682
rf0343      8.96103      1.60206     -1.60206
rf0331      8.43791    0.0980853    0.0653902
rf0217      8.37252      0.00000      0.00000
rf0244      8.73216      1.37319    0.0980853
rf0180      8.30713      0.00000      0.00000
rf0226      8.37252    0.0653902     0.130780
rf0280      8.27443    0.0326951    0.0326951
rf0300      8.33982    0.0326951    0.0653902
rf0306      8.27443    0.0326951    0.0326951
rf0286      8.60138    0.0326951      0.00000
rf0271      8.66677      0.00000    0.0326951
rf0262      8.24174    0.0980853    0.0980853
rf0272      8.30713    0.0653902    0.0326951
rf0277      8.60138    0.0326951    0.0653902
rf0235      8.43791     0.163475    0.0653902
rf0003      8.96103      1.60206     -1.60206
rf0258      8.96103      1.60206     -1.60206
rf0002      8.96103      1.60206     -1.60206
rf0312      8.96103      1.60206     -1.60206
rf0515      8.96103      1.60206     -1.60206
rf0298      8.40521    0.0653902    0.0326951
rf0313      8.04557     0.686597    -0.686597
rf0642      8.07826      0.00000      0.00000
rf0299      8.30713    0.0326951     0.196171
rf0643      8.04557     0.686597    -0.686597
rf0649      8.96103      1.60206     -1.60206
rf0646      8.20904     0.130780     0.130780
rf0001      8.27443    0.0326951    0.0980853
rf0650      8.11096    0.0326951    0.0326951
rf0654      8.30713    0.0326951    0.0980853
rs1276      8.96103      1.60206     -1.60206
rs1300      8.63408    0.0326952    0.0980853
rf0256      8.96103      1.60206     -1.60206
rf0309      8.96103      1.60206     -1.60206
rf0653      8.24174    0.0326951    0.0326951
rf0305      8.37252    0.0653902     0.228866
rf0655      8.27443    0.0980853    0.0980853
rf0308      8.33982    0.0653902    0.0980853
rf0311      8.30713    0.0980853     0.196171
rf0266      8.04557     0.686597    -0.686597
rf0627      8.24174    0.0653902    0.0980853
rf0247      8.96103      1.60206     -1.60206
rf0248      8.96103      1.60206     -1.60206
rf0585      8.27443    0.0653902    0.0653902
rf0663      8.07826      0.00000      0.00000
rf0320      8.27443    0.0326951      0.00000
rf0327      8.96103      1.53667      0.00000
rf0670      8.30713    0.0653902     0.163476
rf0252      8.33982    0.0653902     0.130780
rf0253      8.96103     0.326951      0.00000
rf0154      8.11096     0.751987    -0.751987
rf0607      8.43791     0.130780    0.0326952
rf0156      8.47060    0.0653902     0.130780
rf0630      8.04557      0.00000      0.00000
rf0287      8.96103      1.60206     -1.60206
rf0322      8.43791    0.0980853    0.0653902
rf0628      8.20904      0.00000      0.00000
rf0204      8.20904     0.850073    -0.850073
rf0257      8.27443    0.0326951     0.130780
rf0685      8.30713    0.0653902     0.130780
rf0669      8.24174    0.0653902    0.0980853
rf0674      8.27443    0.0653902    0.0980853
rf0680      8.24174    0.0980853    0.0326951
rf0668      8.20904    0.0653902    0.0653902
rf0324      8.96103      1.60206     -1.60206
rf0329      8.63408    0.0326952    0.0653901
rf0683      8.24174    0.0980853    0.0653902
rf0661      8.24174    0.0980853    0.0653902
rf0325      8.96103      1.60206     -1.60206
