#Name 	 q_Estimate 	 Err_down 	 Err_up
 rs0521 	 7.359646 	 0.228866 	 0.425036 
 rs0522 	 7.228866 	 0.228866 	 0.228866 
 rs0524 	 7.130780 	 0.130780 	 0.130780 
 rs0526 	 7.294256 	 0.228866 	 0.228866 
 rs0528 	 7.523122 	 0.425036 	 0.261561 
 rs0529 	 7.555817 	 0.294256 	 0.261561 
 rs0531 	 7.392341 	 0.326951 	 0.359646 
 rs0532 	 7.326951 	 0.228866 	 0.163476 
 rs0534 	 7.000000 	 0.000000 	 0.425036 
 rs0536 	 7.915463 	 0.555817 	 0.686597 
 rs0537 	 7.719292 	 0.392341 	 0.392341 
 rs0538 	 7.392341 	 0.294256 	 1.209719 
 rs0541 	 7.653902 	 0.359646 	 0.425036 
 rs0543 	 7.457732 	 0.261561 	 0.261561 
 rs0545 	 7.326951 	 0.196171 	 0.294256 
 rs0548 	 7.555817 	 0.261561 	 0.425036 
 rs0549 	 7.261561 	 0.196171 	 0.294256 
 rs0553 	 7.228866 	 0.163476 	 0.196171 
 rs0554 	 7.686597 	 0.163476 	 0.359646 
 rs0555 	 7.196171 	 0.196171 	 0.261561 
 rs0556 	 8.111634 	 0.163476 	 0.163476 
 rs0559 	 7.457732 	 0.196171 	 0.425036 
 rs0560 	 7.326951 	 0.261561 	 0.228866 
 rs0561 	 7.490427 	 0.326951 	 0.359646 
 rs0562 	 7.000000 	 0.000000 	 0.098085 
 rs0564 	 7.163476 	 0.130780 	 0.196171 
 rs0566 	 7.457732 	 0.228866 	 0.294256 
 rs0568 	 7.163476 	 0.130780 	 0.196171 
 rs0570 	 8.111634 	 0.817378 	 0.490427 
 rs0571 	 7.425036 	 0.130780 	 0.163476 
 rs0572 	 7.392341 	 0.326951 	 0.261561 
 rs0573 	 7.326951 	 0.163476 	 0.196171 
 rs0574 	 7.653902 	 0.392341 	 0.392341 
 rs0578 	 7.588512 	 0.392341 	 0.326951 
 rs0580 	 7.294256 	 0.130780 	 0.196171 
 rs0582 	 8.602060 	 0.523122 	 0.000000 
 rs0585 	 7.130780 	 0.130780 	 0.228866 
 rs0586 	 7.621207 	 0.228866 	 0.392341 
 rs0587 	 7.882768 	 0.686597 	 0.653902 
 rs0588 	 7.000000 	 0.000000 	 0.163476 
 rs0589 	 7.653902 	 0.228866 	 0.588512 
 rs0591 	 8.013548 	 0.392341 	 0.588512 
 rs0597 	 7.130780 	 0.130780 	 0.294256 
 rs0598 	 7.751987 	 0.490427 	 0.392341 
 rs0602 	 7.098085 	 0.098085 	 0.130780 
 rs0603 	 8.602060 	 0.621207 	 0.000000 
 rs0605 	 7.228866 	 0.196171 	 0.228866 
 rs0609 	 7.261561 	 0.228866 	 0.261561 
 rs0610 	 7.523122 	 0.294256 	 0.359646 
 rs0612 	 7.621207 	 0.392341 	 0.326951 
 rs0615 	 7.130780 	 0.130780 	 0.163476 
 rs0618 	 7.359646 	 0.228866 	 0.326951 
 rs0620 	 7.163476 	 0.163476 	 0.261561 
 rs0623 	 7.196171 	 0.130780 	 0.130780 
 rs0627 	 7.228866 	 0.196171 	 0.196171 
 rs0631 	 7.196171 	 0.163476 	 0.163476 
 rs0636 	 7.425036 	 0.228866 	 0.425036 
 rs0638 	 7.228866 	 0.196171 	 0.261561 
 rs0640 	 7.261561 	 0.196171 	 0.196171 
 rs0644 	 7.261561 	 0.163476 	 0.163476 
 rs0645 	 7.261561 	 0.228866 	 0.261561 
 rs0650 	 8.046243 	 0.425036 	 0.555817 
 rs1337 	 7.000000 	 0.000000 	 0.294256 
 rs0656 	 7.359646 	 0.261561 	 0.228866 
 rs0657 	 7.326951 	 0.163476 	 0.163476 
 rs0660 	 7.490427 	 0.359646 	 0.326951 
 rs0669 	 7.000000 	 0.000000 	 0.490427 
 rs0671 	 7.130780 	 0.130780 	 0.163476 
 rs0672 	 8.602060 	 0.653902 	 0.000000 
 rs0678 	 7.228866 	 0.130780 	 0.163476 
 rs0679 	 8.111634 	 0.850073 	 0.490427 
 rs0688 	 7.948158 	 0.555817 	 0.653902 
 rs0700 	 7.032695 	 0.032695 	 0.130780 
 rs0708 	 8.438585 	 0.588512 	 0.163476 
 rs0710 	 7.228866 	 0.196171 	 0.261561 
 rs0712 	 7.130780 	 0.098085 	 0.163476 
 rs0719 	 8.275109 	 1.144329 	 0.326951 
 rs0722 	 7.163476 	 0.130780 	 0.163476 
 rs0731 	 7.490427 	 0.261561 	 0.425036 
 rs0736 	 7.032695 	 0.032695 	 0.261561 
 rs0742 	 7.686597 	 0.326951 	 0.686597 
 rs0741 	 7.719292 	 0.490427 	 0.425036 
 rs0744 	 7.523122 	 0.261561 	 0.294256 
 rs0743 	 7.359646 	 0.130780 	 0.163476 
 rs0745 	 8.602060 	 0.621207 	 0.000000 
 rs0751 	 7.784683 	 0.359646 	 0.555817 
 rs0754 	 7.228866 	 0.196171 	 0.228866 
 rs0740 	 7.261561 	 0.196171 	 0.261561 
 rs0758 	 7.392341 	 0.326951 	 0.294256 
 rs0752 	 7.196171 	 0.163476 	 0.163476 
 rs0757 	 7.588512 	 0.425036 	 0.850073 
 rs0756 	 7.196171 	 0.130780 	 0.228866 
 rs0764 	 7.490427 	 0.294256 	 0.653902 
 rs0763 	 7.163476 	 0.163476 	 0.196171 
 rs0774 	 7.523122 	 0.294256 	 0.784683 
 rs0775 	 7.228866 	 0.130780 	 0.163476 
 rs0781 	 7.784683 	 0.392341 	 0.621207 
 rs0776 	 7.228866 	 0.196171 	 0.294256 
 rs0779 	 7.653902 	 0.392341 	 0.948158 
 rs0794 	 7.261561 	 0.196171 	 0.425036 
 rs0802 	 7.163476 	 0.130780 	 0.130780 
 rs0800 	 7.130780 	 0.130780 	 0.196171 
 rs1339 	 7.000000 	 0.000000 	 0.425036 
 rs1338 	 7.196171 	 0.196171 	 0.196171 
 rs0824 	 7.000000 	 0.000000 	 0.425036 
 rs0834 	 7.261561 	 0.196171 	 0.261561 
 rs1340 	 7.392341 	 0.130780 	 0.196171 
 rs0840 	 7.490427 	 0.261561 	 0.425036 
 rs0839 	 7.784683 	 0.359646 	 0.490427 
 rs0845 	 7.065390 	 0.065390 	 0.163476 
 rs0846 	 8.111634 	 0.392341 	 0.490427 
 rs0855 	 7.163476 	 0.163476 	 0.196171 
 rs0850 	 7.228866 	 0.228866 	 0.228866 
 rs0843 	 7.261561 	 0.228866 	 0.261561 
 rs0869 	 7.490427 	 0.196171 	 0.228866 
 rs0871 	 7.457732 	 0.261561 	 0.359646 
 rs0882 	 7.000000 	 0.000000 	 0.425036 
 rs0895 	 7.425036 	 0.130780 	 0.196171 
 rs0891 	 7.196171 	 0.163476 	 0.261561 
 rs0888 	 7.228866 	 0.130780 	 0.196171 
 rs0896 	 7.000000 	 0.000000 	 0.425036 
 rs0897 	 7.359646 	 0.228866 	 0.425036 
 rs0922 	 7.228866 	 0.130780 	 0.228866 
 rs0974 	 7.784683 	 0.523122 	 0.392341 
 rs0962 	 7.326951 	 0.228866 	 0.228866 
 rs1354 	 8.177024 	 0.588512 	 0.425036 
 rs0767 	 7.032695 	 0.032695 	 0.228866 
 rs0768 	 7.196171 	 0.163476 	 0.196171 
 rs0738 	 7.196171 	 0.163476 	 0.196171 
 rs0734 	 7.261561 	 0.228866 	 0.392341 
 rs0727 	 7.817378 	 0.392341 	 0.294256 
 rs0726 	 7.326951 	 0.163476 	 0.196171 
 rs0724 	 7.392341 	 0.294256 	 0.392341 
 rs0782 	 7.719292 	 0.261561 	 0.425036 
 rs0778 	 7.261561 	 0.163476 	 0.228866 
 rs0777 	 7.751987 	 0.196171 	 0.228866 
 rs0784 	 8.242414 	 0.621207 	 0.359646 
 rs0788 	 7.392341 	 0.163476 	 0.196171 
 rs0795 	 7.490427 	 0.130780 	 0.163476 
 rs0797 	 7.653902 	 0.326951 	 0.621207 
 rs0798 	 7.621207 	 0.392341 	 0.490427 
 rs0799 	 7.261561 	 0.130780 	 0.163476 
 rs0832 	 7.523122 	 0.163476 	 0.196171 
 rs0827 	 7.000000 	 0.000000 	 0.425036 
 rs0828 	 7.294256 	 0.228866 	 0.294256 
 rs0804 	 7.915463 	 0.261561 	 0.163476 
 rs0812 	 7.523122 	 0.326951 	 0.261561 
 rs0810 	 7.261561 	 0.130780 	 0.163476 
 rs0811 	 7.980853 	 0.359646 	 0.588512 
 rs0809 	 7.588512 	 0.392341 	 0.359646 
 rs0808 	 7.000000 	 0.000000 	 0.425036 
 rs0806 	 7.228866 	 0.196171 	 0.294256 
 rs0876 	 7.948158 	 0.326951 	 0.228866 
 rs1343 	 7.326951 	 0.130780 	 0.196171 
 rs0860 	 7.000000 	 0.000000 	 0.425036 
 rs0842 	 7.425036 	 0.098085 	 0.098085 
 rs0847 	 7.425036 	 0.326951 	 0.228866 
 rs0866 	 7.261561 	 0.228866 	 0.294256 
 rs0857 	 7.784683 	 0.130780 	 0.130780 
 rs0853 	 7.000000 	 0.000000 	 0.163476 
 rs0867 	 7.490427 	 0.130780 	 0.196171 
 rs0868 	 7.196171 	 0.196171 	 0.261561 
 rs0870 	 8.078939 	 0.621207 	 0.392341 
 rs0906 	 7.555817 	 0.228866 	 0.326951 
 rs0893 	 7.457732 	 0.163476 	 0.228866 
 rs0880 	 7.261561 	 0.196171 	 0.228866 
 rs0879 	 7.425036 	 0.359646 	 0.686597 
 rs0875 	 7.457732 	 0.359646 	 0.326951 
 rs0872 	 7.196171 	 0.196171 	 0.588512 
 rs0900 	 7.000000 	 0.000000 	 0.425036 
 rs0923 	 7.163476 	 0.098085 	 0.130780 
 rs0919 	 7.326951 	 0.163476 	 0.196171 
 rs0908 	 7.490427 	 0.130780 	 0.098085 
 rs0907 	 7.163476 	 0.163476 	 0.261561 
 rs0915 	 7.490427 	 0.130780 	 0.196171 
 rs0917 	 7.751987 	 0.163476 	 0.163476 
 rs0916 	 7.359646 	 0.228866 	 0.326951 
 rs0920 	 7.130780 	 0.130780 	 0.196171 
 rs0921 	 7.555817 	 0.425036 	 0.294256 
 rs0932 	 7.228866 	 0.098085 	 0.163476 
 rs0926 	 7.457732 	 0.163476 	 0.196171 
 rs0930 	 7.196171 	 0.130780 	 0.196171 
 rs0934 	 7.261561 	 0.196171 	 0.326951 
 rs0945 	 7.228866 	 0.196171 	 0.261561 
 rs0944 	 7.326951 	 0.228866 	 0.294256 
 rs0968 	 7.359646 	 0.130780 	 0.098085 
 rs0953 	 7.948158 	 0.392341 	 0.653902 
 rs1347 	 7.000000 	 0.000000 	 0.490427 
 rs0976 	 7.457732 	 0.130780 	 0.196171 
 rs0975 	 7.359646 	 0.294256 	 1.242414 
 rs0978 	 7.098085 	 0.065390 	 0.130780 
 rs0967 	 7.065390 	 0.065390 	 0.228866 
 rs0970 	 7.196171 	 0.196171 	 0.196171 
 rs0958 	 7.719292 	 0.719292 	 0.425036 
 rs0959 	 7.326951 	 0.130780 	 0.163476 
 rs0981 	 7.457732 	 0.228866 	 0.196171 
 rs0984 	 7.326951 	 0.228866 	 0.163476 
 rs0985 	 7.425036 	 0.196171 	 0.326951 
 rs0983 	 7.555817 	 0.228866 	 0.294256 
 rs0790 	 7.326951 	 0.130780 	 0.163476 
 rs0793 	 7.228866 	 0.196171 	 0.326951 
 rs1342 	 7.850073 	 0.457732 	 0.751987 
 rs0873 	 7.686597 	 0.425036 	 0.457732 
 rs0910 	 8.078939 	 0.751987 	 0.523122 
 rs0909 	 7.228866 	 0.196171 	 0.196171 
 rs0933 	 7.000000 	 0.000000 	 0.098085 
 rs0935 	 7.359646 	 0.130780 	 0.196171 
 rs0936 	 7.359646 	 0.163476 	 0.196171 
 rs1345 	 8.569365 	 1.340499 	 0.032695 
 rs0954 	 7.000000 	 0.000000 	 0.425036 
 rs1348 	 7.228866 	 0.228866 	 0.261561 
 rs0957 	 7.621207 	 0.130780 	 0.228866 
 rs0950 	 7.523122 	 0.196171 	 0.326951 
 rs0946 	 8.602060 	 1.078939 	 0.000000 
 rs0941 	 7.228866 	 0.163476 	 0.196171 
 rs1346 	 7.294256 	 0.130780 	 0.163476 
 rs0979 	 8.602060 	 0.948158 	 0.000000 
 rs0980 	 7.850073 	 0.523122 	 0.425036 
 rs1353 	 7.000000 	 0.000000 	 1.602060 
 rs1350 	 7.000000 	 0.000000 	 0.817378 
 rs1351 	 7.000000 	 0.000000 	 0.457732 
 rs1349 	 7.000000 	 0.000000 	 0.294256 
 rs0960 	 7.294256 	 0.098085 	 0.163476 
 rs0982 	 7.392341 	 0.098085 	 0.098085 
 rs0833 	 7.784683 	 0.228866 	 0.817378 
 rs0831 	 7.261561 	 0.228866 	 0.228866 
 rs0818 	 7.359646 	 0.163476 	 0.163476 
 rs0822 	 7.555817 	 0.098085 	 0.163476 
 rs0821 	 7.882768 	 0.228866 	 0.326951 
 rs0823 	 7.653902 	 0.490427 	 0.228866 
 rs0816 	 7.555817 	 0.130780 	 0.196171 
 rs0814 	 8.307804 	 0.130780 	 0.261561 
 rs0815 	 7.294256 	 0.163476 	 0.163476 
 rs0820 	 7.425036 	 0.130780 	 0.130780 
 rs0805 	 7.850073 	 0.098085 	 0.163476 
 rs1518 	 7.523122 	 0.228866 	 0.294256 
 rs1000 	 7.425036 	 0.294256 	 0.261561 
 rs1002 	 7.228866 	 0.196171 	 0.359646 
 rs1033 	 8.602060 	 8.602060 	 -8.602060 
 rs1034 	 7.359646 	 0.196171 	 0.196171 
 rs1074 	 7.359646 	 0.163476 	 0.163476 
 rs1081 	 7.130780 	 0.130780 	 0.163476 
 rs1109 	 7.000000 	 0.000000 	 0.784683 
 rs1110 	 7.163476 	 0.163476 	 0.196171 
 rs1111 	 7.000000 	 0.000000 	 0.457732 
 rs1114 	 7.032695 	 0.032695 	 0.196171 
 rs1116 	 7.915463 	 0.359646 	 0.653902 
 rs1134 	 7.000000 	 0.000000 	 0.425036 
 rs1159 	 7.294256 	 0.163476 	 0.130780 
 rs1163 	 7.000000 	 0.000000 	 0.326951 
 rs1175 	 7.392341 	 0.228866 	 0.392341 
 rs1202 	 7.098085 	 0.098085 	 0.163476 
 rs1036 	 7.065390 	 0.065390 	 0.098085 
 rs1260 	 8.602060 	 0.948158 	 0.000000 
 rs1261 	 7.686597 	 0.261561 	 0.523122 
 rs1472 	 7.294256 	 0.196171 	 0.294256 
 rs1473 	 7.555817 	 0.294256 	 0.359646 
 rs0989 	 7.784683 	 0.425036 	 0.457732 
 rs1355 	 7.000000 	 0.000000 	 0.392341 
 rs0991 	 7.359646 	 0.326951 	 0.196171 
 rs0997 	 7.163476 	 0.163476 	 0.163476 
 rs0998 	 7.621207 	 0.130780 	 0.196171 
 rs1015 	 7.523122 	 0.130780 	 0.130780 
 rs1026 	 7.326951 	 0.098085 	 0.228866 
 rs1038 	 7.228866 	 0.130780 	 0.130780 
 rs1437 	 8.471280 	 0.915463 	 0.130780 
 rs1491 	 8.111634 	 1.046243 	 0.490427 
 rs1449 	 7.130780 	 0.098085 	 0.196171 
 rs0988 	 7.784683 	 0.719292 	 0.817378 
 rs1119 	 7.261561 	 0.130780 	 0.163476 
 rs1121 	 7.032695 	 0.032695 	 0.196171 
 rs1122 	 7.000000 	 0.000000 	 0.326951 
 rs1004 	 8.373195 	 0.653902 	 0.228866 
 rs1005 	 8.602060 	 0.653902 	 0.000000 
 rs1010 	 8.602060 	 0.719292 	 0.000000 
 rs1075 	 8.078939 	 0.882768 	 0.490427 
 rs1093 	 8.602060 	 0.588512 	 0.000000 
 rs1178 	 7.359646 	 0.196171 	 0.196171 
 rs1297 	 7.588512 	 0.261561 	 0.359646 
 rs1446 	 7.000000 	 0.000000 	 0.098085 
 rs1086 	 7.000000 	 0.000000 	 0.359646 
 rs0996 	 7.130780 	 0.098085 	 0.163476 
 rs1001 	 7.784683 	 0.457732 	 0.359646 
 rs1117 	 7.000000 	 0.000000 	 0.555817 
 rs1185 	 7.523122 	 0.359646 	 0.326951 
 rs1003 	 8.602060 	 0.751987 	 0.000000 
 rs1394 	 7.000000 	 0.000000 	 0.490427 
 rf0058 	 7.228866 	 0.196171 	 0.359646 
 rf0526 	 7.588512 	 0.130780 	 0.196171 
 rf0024 	 7.196171 	 0.196171 	 0.228866 
 rs1054 	 7.457732 	 0.130780 	 0.196171 
 rs1219 	 7.915463 	 0.523122 	 0.686597 
 rs1245 	 7.130780 	 0.098085 	 0.130780 
 rf0530 	 7.784683 	 0.261561 	 0.163476 
 rs1025 	 8.602060 	 0.588512 	 0.000000 
 rf0053 	 7.490427 	 0.163476 	 0.163476 
 rf0051 	 7.425036 	 0.098085 	 0.196171 
 rs1264 	 7.490427 	 0.163476 	 0.163476 
 rs1143 	 7.261561 	 0.130780 	 0.163476 
 rs1361 	 7.425036 	 0.163476 	 0.163476 
 rs1398 	 7.490427 	 0.228866 	 0.196171 
 rs1399 	 7.457732 	 0.228866 	 0.425036 
 rs1409 	 7.000000 	 0.000000 	 0.294256 
 rs1291 	 7.326951 	 0.196171 	 0.196171 
 rf0022 	 7.392341 	 0.261561 	 0.261561 
 rs1259 	 7.751987 	 0.228866 	 0.294256 
 rs1018 	 7.000000 	 0.000000 	 0.425036 
 rs1028 	 7.261561 	 0.196171 	 0.359646 
 rs1031 	 7.261561 	 0.196171 	 0.326951 
 rs1032 	 7.359646 	 0.163476 	 0.163476 
 rs1062 	 7.882768 	 0.490427 	 0.686597 
 rs1063 	 7.751987 	 0.130780 	 0.130780 
 rs1064 	 7.065390 	 0.065390 	 0.228866 
 rs1068 	 7.261561 	 0.228866 	 0.261561 
 rs1084 	 7.228866 	 0.196171 	 0.261561 
 rs1157 	 7.000000 	 0.000000 	 0.457732 
 rs1162 	 7.000000 	 0.000000 	 0.621207 
 rs1395 	 7.130780 	 0.130780 	 0.555817 
 rs1211 	 8.536670 	 0.588512 	 0.065390 
 rs1364 	 7.000000 	 0.000000 	 0.392341 
 rs1217 	 8.013548 	 0.588512 	 0.523122 
 rs1218 	 8.602060 	 0.425036 	 0.000000 
 rs1221 	 7.294256 	 0.130780 	 0.196171 
 rs1366 	 7.523122 	 0.294256 	 0.490427 
 rs1223 	 7.000000 	 0.000000 	 0.425036 
 rs1230 	 8.569365 	 0.523122 	 0.032695 
 rs1371 	 7.196171 	 0.163476 	 0.326951 
 rs1373 	 7.490427 	 0.228866 	 0.359646 
 rs1235 	 7.065390 	 0.065390 	 0.523122 
 rs1377 	 8.373195 	 0.555817 	 0.228866 
 rs1385 	 7.163476 	 0.163476 	 0.261561 
 rs1396 	 7.457732 	 0.098085 	 0.130780 
 rs1397 	 7.196171 	 0.130780 	 0.196171 
 rs1401 	 7.425036 	 0.130780 	 0.098085 
 rs1257 	 7.523122 	 0.163476 	 0.196171 
 rs1262 	 7.228866 	 0.130780 	 0.163476 
 rs1293 	 7.359646 	 0.261561 	 0.130780 
 rs1298 	 7.392341 	 0.261561 	 0.392341 
 rs1303 	 7.196171 	 0.163476 	 0.294256 
 rs1305 	 8.177024 	 0.359646 	 0.228866 
 rs1310 	 7.261561 	 0.196171 	 0.261561 
 rs1393 	 7.032695 	 0.032695 	 0.196171 
 rf0006 	 7.228866 	 0.196171 	 0.261561 
 rf0010 	 7.359646 	 0.098085 	 0.130780 
 rf0012 	 7.228866 	 0.130780 	 0.163476 
 rf0013 	 7.326951 	 0.196171 	 0.326951 
 rf0014 	 7.163476 	 0.130780 	 0.130780 
 rf0015 	 7.882768 	 0.457732 	 0.719292 
 rs1106 	 7.032695 	 0.032695 	 0.065390 
 rs1108 	 7.000000 	 0.000000 	 0.228866 
 rs1112 	 7.000000 	 0.000000 	 0.098085 
 rs1126 	 7.719292 	 0.555817 	 0.686597 
 rs1029 	 7.294256 	 0.228866 	 0.326951 
 rs1030 	 7.196171 	 0.098085 	 0.130780 
 rs1035 	 7.686597 	 0.261561 	 0.196171 
 rs1040 	 7.196171 	 0.130780 	 0.163476 
 rs1047 	 7.130780 	 0.130780 	 0.163476 
 rs1050 	 7.000000 	 0.000000 	 0.425036 
 rs1052 	 7.130780 	 0.130780 	 0.196171 
 rs1055 	 7.294256 	 0.196171 	 0.196171 
 rs1057 	 8.242414 	 0.490427 	 0.359646 
 rs1065 	 7.261561 	 0.196171 	 0.359646 
 rs1072 	 7.130780 	 0.130780 	 0.228866 
 rs1382 	 7.359646 	 0.130780 	 0.163476 
 rs1149 	 7.000000 	 0.000000 	 0.261561 
 rs1150 	 7.000000 	 0.000000 	 0.098085 
 rs1165 	 7.261561 	 0.130780 	 0.196171 
 rs1278 	 7.261561 	 0.261561 	 0.457732 
 rs1405 	 7.163476 	 0.130780 	 0.163476 
 rs1267 	 8.144329 	 0.523122 	 0.457732 
 rf0150 	 7.980853 	 0.457732 	 0.621207 
 rs1270 	 7.555817 	 0.196171 	 0.425036 
 rf0049 	 7.261561 	 0.130780 	 0.196171 
 rs1271 	 7.326951 	 0.163476 	 0.130780 
 rf0573 	 7.523122 	 0.228866 	 0.294256 
 rf0129 	 7.130780 	 0.130780 	 0.163476 
 rs1152 	 8.602060 	 0.621207 	 0.000000 
 rs1168 	 8.144329 	 0.948158 	 0.457732 
 rs1187 	 7.000000 	 0.000000 	 0.098085 
 rf0540 	 7.948158 	 0.555817 	 0.653902 
 rs1378 	 7.130780 	 0.130780 	 0.163476 
 rs1387 	 7.000000 	 0.000000 	 0.326951 
 rs1302 	 7.326951 	 0.130780 	 0.196171 
 rs0995 	 7.621207 	 0.359646 	 0.359646 
 rs1391 	 7.000000 	 0.000000 	 0.065390 
 rf0136 	 7.523122 	 0.261561 	 0.621207 
 rs1006 	 7.751987 	 0.228866 	 0.588512 
 rs1017 	 7.425036 	 0.098085 	 0.163476 
 rf0048 	 7.425036 	 0.261561 	 0.326951 
 rs1268 	 7.000000 	 0.000000 	 0.032695 
 rf0554 	 7.523122 	 0.130780 	 0.196171 
 rs1266 	 7.882768 	 0.392341 	 0.326951 
 rf0042 	 7.523122 	 0.196171 	 0.228866 
 rf0037 	 7.523122 	 0.359646 	 0.261561 
 rf0108 	 7.392341 	 0.098085 	 0.098085 
 rf0527 	 7.425036 	 0.098085 	 0.163476 
 rf0109 	 7.261561 	 0.196171 	 0.228866 
 rs1169 	 7.326951 	 0.261561 	 0.326951 
 rs1183 	 7.261561 	 0.196171 	 0.261561 
 rs1384 	 7.000000 	 0.000000 	 0.425036 
 rs1383 	 7.425036 	 0.196171 	 0.228866 
 rs1248 	 7.850073 	 0.425036 	 0.653902 
 rs1191 	 7.457732 	 0.294256 	 0.261561 
 rf0099 	 7.228866 	 0.163476 	 0.196171 
 rf0549 	 7.425036 	 0.163476 	 0.163476 
 rf0076 	 7.261561 	 0.130780 	 0.196171 
 rs1272 	 7.000000 	 0.000000 	 0.294256 
 rf0561 	 7.228866 	 0.098085 	 0.163476 
 rf0041 	 8.602060 	 8.602060 	 -8.602060 
 rs1265 	 7.326951 	 0.261561 	 0.294256 
 rs1123 	 8.602060 	 0.653902 	 0.000000 
 rs1132 	 7.359646 	 0.130780 	 0.098085 
 rf0062 	 7.653902 	 0.457732 	 0.523122 
 rs1023 	 7.621207 	 0.457732 	 0.294256 
 rf0564 	 7.130780 	 0.130780 	 0.261561 
 rf0065 	 7.228866 	 0.130780 	 0.163476 
 rf0102 	 8.602060 	 1.111634 	 0.000000 
 rf0531 	 7.555817 	 0.098085 	 0.196171 
 rs1087 	 7.130780 	 0.130780 	 0.163476 
 rs1103 	 7.980853 	 0.261561 	 0.490427 
 rs1105 	 7.261561 	 0.130780 	 0.196171 
 rf0023 	 7.261561 	 0.098085 	 0.163476 
 rf0111 	 7.326951 	 0.261561 	 0.228866 
 rs1128 	 7.588512 	 0.163476 	 0.196171 
 rs1129 	 7.000000 	 0.000000 	 0.326951 
 rs1142 	 7.196171 	 0.163476 	 0.163476 
 rs1145 	 7.196171 	 0.196171 	 0.294256 
 rs1151 	 7.065390 	 0.065390 	 0.196171 
 rs1156 	 7.359646 	 0.228866 	 0.163476 
 rf0517 	 7.326951 	 0.130780 	 0.130780 
 rf0524 	 7.098085 	 0.098085 	 0.130780 
 rs1210 	 7.261561 	 0.196171 	 0.261561 
 rf0518 	 7.326951 	 0.130780 	 0.261561 
 rs1224 	 7.032695 	 0.032695 	 0.228866 
 rs1386 	 7.359646 	 0.261561 	 0.294256 
 rs1375 	 7.882768 	 0.130780 	 0.196171 
 rs1381 	 7.555817 	 0.130780 	 0.228866 
 rs1250 	 8.340499 	 0.523122 	 0.261561 
 rf0125 	 8.078939 	 0.425036 	 0.523122 
 rs1277 	 7.326951 	 0.228866 	 0.359646 
 rf0126 	 7.588512 	 0.457732 	 0.261561 
 rf0128 	 7.130780 	 0.130780 	 0.196171 
 rf0026 	 7.523122 	 0.130780 	 0.163476 
 rs1020 	 7.163476 	 0.065390 	 1.438585 
 rs1102 	 7.000000 	 0.000000 	 0.425036 
 rs1118 	 7.948158 	 0.359646 	 0.555817 
 rs1131 	 7.915463 	 0.555817 	 0.686597 
 rs1138 	 7.130780 	 0.130780 	 0.228866 
 rs1188 	 7.490427 	 0.130780 	 0.130780 
 rs1192 	 7.228866 	 0.130780 	 0.163476 
 rf0118 	 7.163476 	 0.098085 	 0.130780 
 rs1372 	 7.000000 	 0.000000 	 1.602060 
 rs1016 	 7.621207 	 0.425036 	 0.686597 
 rf0079 	 7.196171 	 0.163476 	 0.196171 
 rf0084 	 7.163476 	 0.163476 	 0.326951 
 rs1060 	 7.850073 	 0.163476 	 0.228866 
 rf0537 	 7.326951 	 0.098085 	 0.098085 
 rf0148 	 8.602060 	 0.784683 	 0.000000 
 rs1229 	 7.000000 	 0.000000 	 0.425036 
 rf0162 	 7.457732 	 0.098085 	 0.196171 
 rf0060 	 7.228866 	 0.163476 	 0.228866 
 rs1236 	 7.163476 	 0.163476 	 0.196171 
 rf0077 	 7.392341 	 0.228866 	 0.457732 
 rf0072 	 7.915463 	 0.130780 	 0.228866 
 rf0083 	 7.196171 	 0.130780 	 0.163476 
 rf0532 	 7.523122 	 0.130780 	 0.196171 
 rf0064 	 7.490427 	 0.098085 	 0.163476 
 rf0092 	 7.882768 	 0.425036 	 0.719292 
 rs1082 	 7.359646 	 0.326951 	 0.228866 
 rs1083 	 7.457732 	 0.261561 	 0.425036 
 rf0017 	 7.261561 	 0.130780 	 0.130780 
 rf0045 	 7.392341 	 0.130780 	 0.130780 
 rf0138 	 7.000000 	 0.000000 	 0.425036 
 rf0055 	 7.784683 	 0.523122 	 0.621207 
 rf0547 	 7.686597 	 0.098085 	 0.228866 
 rf0207 	 7.359646 	 0.196171 	 0.196171 
 rf0550 	 7.457732 	 0.130780 	 0.196171 
 rf0528 	 7.392341 	 0.065390 	 0.163476 
 rf0225 	 7.621207 	 0.130780 	 0.196171 
 rf0534 	 7.425036 	 0.098085 	 0.196171 
 rf0143 	 7.261561 	 0.196171 	 0.326951 
 rf0007 	 7.555817 	 0.359646 	 0.359646 
 rf0576 	 7.000000 	 0.000000 	 0.425036 
 rf0551 	 7.294256 	 0.130780 	 0.130780 
 rf0061 	 7.163476 	 0.163476 	 0.392341 
 rf0553 	 7.686597 	 0.294256 	 0.425036 
 rf0104 	 7.425036 	 0.163476 	 0.261561 
 rf0107 	 7.359646 	 0.130780 	 0.163476 
 rf0043 	 8.503975 	 0.653902 	 0.098085 
 rs1059 	 8.111634 	 0.555817 	 0.457732 
 rf0105 	 7.294256 	 0.098085 	 0.196171 
 rs1070 	 7.784683 	 0.425036 	 0.294256 
 rf0132 	 7.228866 	 0.196171 	 0.523122 
 rs1076 	 7.065390 	 0.065390 	 0.163476 
 rs1080 	 7.228866 	 0.196171 	 0.228866 
 rf0133 	 7.948158 	 0.457732 	 0.523122 
 rf0113 	 7.686597 	 0.425036 	 0.915463 
 rf0040 	 7.392341 	 0.261561 	 0.326951 
