#Name   q    Err_down    Err_up
rs0794      7.16348    0.0326953     0.163476
rs0797      7.09809    0.0326953    0.0980854
rs0799      7.45773    0.0653901    0.0980854
rs0800      7.16348    0.0326953    0.0653901
rs0802      7.22887    0.0326948    0.0326953
rs0804      7.68660    0.0326953    0.0326948
rs0805      7.81738    0.0653901    0.0653901
rs0806      7.03270    0.0326953    0.0326948
rs0809      7.09809    0.0980854    0.0980854
rs0810      7.35965    0.0980854    0.0980849
rs0811      7.00000      0.00000    0.0326953
rs0812      7.29426     0.261561    0.0653901
rs0815      7.26156    0.0326953    0.0980854
rs0818      7.42504    0.0653901    0.0653901
rs0823      7.09809    0.0980854    0.0653901
rs0828      7.26156    0.0653901     0.163476
rs0831      7.00000      0.00000     0.228866
rs0832      7.55582    0.0980854    0.0653906
rs0833      7.35965    0.0980854    0.0980849
rs0834      7.09809    0.0326953    0.0980854
rs0836      7.22887     0.130780     0.130781
rs0838      7.16348    0.0980854     0.130781
rs0839      7.00000      0.00000    0.0653901
rs0840      7.35965    0.0653901    0.0653901
rs0842      7.42504    0.0326953    0.0326948
rs0843      7.09809    0.0653901     0.163476
rs0845      7.06539    0.0326948    0.0980854
rs0846      7.09809    0.0653901    0.0980854
rs0847      7.09809    0.0326953     0.130780
rs0850      7.00000      0.00000    0.0653901
rs0853      7.13078    0.0653901    0.0653906
rs0854      7.16348    0.0653901     0.261561
rs0855      7.00000      0.00000     0.130780
rs0856      7.35965     0.228866     0.130780
rs0860      7.06539    0.0653901     0.261561
rs0865      7.29426     0.294256     0.163475
rs0866      7.06539    0.0326948     0.130781
rs0868      7.03270    0.0326953    0.0653901
rs0869      7.42504    0.0326953    0.0326948
rs0871      7.32695    0.0980854    0.0980854
rs0872      7.16348    0.0326953     0.196171
rs0880      7.09809    0.0326953    0.0653901
rs0887      7.06539    0.0326948     0.130781
rs0891      7.22887     0.130780    0.0653906
rs0892      7.81738    0.0980854     0.359646
rs0893      7.45773    0.0326948    0.0653906
rs0897      7.19617    0.0653906    0.0653901
rs0899      7.13078    0.0980849    0.0653906
rs0900      7.45773    0.0326948    0.0326953
rs0901      7.32695     0.130780     0.130780
rs0906      7.39234    0.0326948    0.0326953
rs0907      7.16348    0.0653901    0.0980854
rs0909      7.16348    0.0326953    0.0326953
rs0916      7.26156    0.0326953     0.163476
rs0919      7.45773    0.0653901    0.0326953
rs0920      7.19617    0.0653906    0.0653901
rs0921      7.13078    0.0980849     0.130781
rs0922      7.22887    0.0653901     0.196171
rs0923      7.22887    0.0653901    0.0653906
rs0927      7.00000      0.00000    0.0653901
rs0930      7.26156    0.0653901     0.130780
rs0932      7.39234    0.0326948    0.0653901
rs0933      7.35965    0.0326953    0.0653901
rs0934      7.19617    0.0653906    0.0653901
rs0935      7.26156    0.0326953     0.163476
rs0944      7.22887    0.0326948    0.0326953
rs0945      7.16348    0.0653901     0.163476
rs0946      7.39234     0.261561     0.130781
rs0948      7.13078    0.0653901    0.0980854
rs0950      7.45773    0.0326948    0.0653906
rs0953      7.06539    0.0326948    0.0980854
rs0957      7.58851    0.0326953    0.0653901
rs0958      7.03270    0.0326953    0.0653901
rs0959      7.39234    0.0653901    0.0326953
rs0960      7.42504    0.0653901    0.0653901
rs0962      7.13078    0.0653901    0.0980854
rs0967      7.13078    0.0326948    0.0326953
rs0968      7.52312    0.0653906    0.0980854
rs0970      7.03270    0.0326953    0.0653901
rs0976      7.52312    0.0653906    0.0326948
rs0977      7.39234     0.130780    0.0980854
rs0979      7.26156    0.0980854     0.130780
rs0980      7.09809    0.0326953     0.130780
rs0981      7.39234    0.0326948    0.0326953
rs0982      7.49043    0.0653901    0.0653901
rs0983      7.49043    0.0326953    0.0326953
rs0984      7.19617    0.0326953    0.0326948
rs0985      7.39234    0.0653901    0.0326953
rs0986      7.29426    0.0980854     0.163475
rs0989      7.13078    0.0326948    0.0980854
rs0991      7.00000      0.00000    0.0653901
rs0995      7.06539    0.0326948    0.0326953
rs0996      7.26156    0.0326953     0.196170
rs0997      7.06539      0.00000    0.0326953
rs0999      7.19617    0.0653906    0.0653901
rs1001      7.35965    0.0653901    0.0653901
rs1002      7.16348    0.0980854     0.130781
rs1003      7.49043    0.0326953     0.261561
rs1010      7.32695     0.163476     0.359646
rs1014      7.58851    0.0326953    0.0653901
rs1016      7.06539    0.0653901    0.0653901
rs1017      7.55582    0.0653901    0.0980854
rs1020      7.45773    0.0653901    0.0653906
rs1021      7.22887    0.0326948    0.0326953
rs1028      7.19617    0.0326953     0.163476
rs1029      7.19617    0.0326953    0.0326948
rs1030      7.26156    0.0326953    0.0653901
rs1031      7.39234     0.163476    0.0980854
rs1032      7.49043    0.0653901    0.0326953
rs1034      7.45773    0.0653901    0.0653906
rs1035      7.52312    0.0326953    0.0653901
rs1038      7.16348      0.00000    0.0326953
rs1040      7.26156    0.0653901     0.163476
rs1041      7.55582    0.0653901    0.0326953
rs1043      7.78468    0.0653906    0.0653901
rs1045      7.13078    0.0326948    0.0980854
rs1047      7.22887    0.0653901    0.0326953
rs1048      7.00000      0.00000    0.0653901
rs1049      7.00000      0.00000    0.0980854
rs1050      7.35965    0.0653901    0.0326948
rs1052      7.16348    0.0326953    0.0653901
rs1053      7.55582    0.0653901    0.0980854
rs1054      7.52312    0.0980854     0.130780
rs1055      7.26156      0.00000     0.163476
rs1057      7.13078    0.0653901     0.163476
rs1058      7.13078    0.0980849     0.261561
rs1059      7.03270    0.0326953    0.0980849
rs1060      7.71929    0.0326948    0.0326953
rs1062      7.13078    0.0980849    0.0980854
rs1065      7.19617    0.0326953    0.0653901
rs1068      7.13078    0.0653901     0.196171
rs1070      7.39234    0.0326948    0.0653901
rs1072      7.16348    0.0326953    0.0326953
rs1073      7.13078    0.0653901    0.0980854
rs1074      7.39234    0.0326948    0.0326953
rs1076      7.06539    0.0326948    0.0980854
rs1077      7.19617    0.0326953     0.228866
rs1078      7.09809    0.0980854    0.0980854
rs1079      7.13078    0.0653901     0.130781
rs1080      7.06539    0.0326948     0.130781
rs1081      7.19617    0.0326953    0.0326948
rs1082      7.09809    0.0326953    0.0980854
rs1083      7.26156    0.0980854    0.0980854
rs1084      7.13078    0.0326948    0.0653906
rs1087      7.06539    0.0326948    0.0653901
rs1091      7.32695    0.0980854    0.0980854
rs1098      7.39234     0.130780    0.0653901
rs1100      7.16348    0.0326953    0.0653901
rs1102      7.03270    0.0326953    0.0653901
rs1103      7.78468    0.0653906    0.0326948
rs1104      7.13078    0.0980849    0.0653906
rs1105      7.35965    0.0980854    0.0653901
rs1108      7.32695    0.0980854    0.0980854
rs1109      7.03270    0.0326953     0.163476
rs1110      7.06539    0.0326948    0.0653901
rs1113      7.55582    0.0980854     0.130781
rs1114      7.06539    0.0326948     0.196171
rs1117      7.26156    0.0653901      0.00000
rs1118      7.06539      0.00000    0.0653901
rs1119      7.39234    0.0653901    0.0980854
rs1120      7.06539    0.0653901     0.196171
rs1121      7.06539    0.0653901    0.0653901
rs1122      7.03270    0.0326953    0.0980849
rs1124      7.19617    0.0326953     0.196170
rs1125      7.13078    0.0326948    0.0653906
rs1126      7.26156    0.0326953    0.0653901
rs1128      7.52312    0.0326953    0.0326948
rs1131      7.03270    0.0326953    0.0653901
rs1132      7.49043    0.0326953    0.0653901
rs1135      7.35965    0.0980854     0.130780
rs1137      7.19617    0.0653906    0.0326948
rs1142      7.22887    0.0326948     0.130781
rs1143      7.32695    0.0980854    0.0653901
rs1145      7.35965     0.163476    0.0653901
rs1146      7.32695     0.228866     0.228866
rs1147      7.35965    0.0980854    0.0980849
rs1149      7.45773    0.0653901    0.0653906
rs1151      7.16348    0.0980854    0.0980854
rs1154      7.16348    0.0326953    0.0326953
rs1156      7.35965    0.0980854    0.0326948
rs1157      7.26156    0.0326953    0.0980854
rs1159      7.35965    0.0653901    0.0653901
rs1163      7.42504    0.0653901    0.0653901
rs1164      7.52312    0.0653906    0.0980854
rs1165      7.45773    0.0326948    0.0326953
rs1166      7.45773    0.0653901    0.0326953
rs1169      7.06539      0.00000    0.0326953
rs1170      7.16348    0.0326953    0.0653901
rs1171      7.19617    0.0653906    0.0653901
rs1172      7.49043    0.0326953    0.0653901
rs1174      7.71929     0.261561     0.130781
rs1176      7.42504    0.0326953    0.0326948
rs1178      7.13078    0.0326948    0.0326953
rs1179      7.26156    0.0326953    0.0653901
rs1182      7.06539    0.0326948    0.0653901
rs1183      7.09809    0.0653901     0.130780
rs1184      7.42504    0.0653901    0.0653901
rs1185      7.16348    0.0653901    0.0980854
rs1187      7.35965    0.0980854    0.0326948
rs1188      7.49043    0.0326953    0.0326953
rs1191      7.09809    0.0326953    0.0653901
rs1192      7.26156    0.0653901     0.130780
rs1193      7.49043    0.0653901    0.0326953
rs1195      7.13078    0.0326948    0.0326953
rs1198      7.42504    0.0653901    0.0326948
rs1200      7.42504    0.0326953    0.0653901
rs1202      7.19617    0.0653906    0.0326948
rs1205      7.06539    0.0326948    0.0653901
rs1206      8.60206     0.817378      0.00000
rs1207      7.03270      0.00000    0.0653901
rs1208      7.26156    0.0653901    0.0980854
rs1209      7.39234    0.0326948    0.0653901
rs1210      7.19617    0.0980854     0.163476
rs1211      7.19617     0.130781     0.130780
rs1212      7.13078    0.0326948    0.0326953
rs1213      7.03270    0.0326953     0.261561
rs1217      7.32695     0.163476     0.130780
rs1220      7.06539    0.0326948    0.0980854
rs1229      7.09809    0.0980854     0.196171
rs1236      7.19617    0.0326953    0.0326948
rs1238      7.09809    0.0326953     0.130780
rs1245      7.19617    0.0326953    0.0653901
rs1248      7.00000      0.00000      0.00000
rs1257      7.45773    0.0326948    0.0326953
rs1258      7.09809    0.0326953    0.0653901
rs1259      7.55582    0.0653901    0.0326953
rs1260      7.42504    0.0653901    0.0980854
rs1261      7.55582    0.0653901     0.130781
rs1262      7.26156    0.0326953     0.163476
rs1263      7.22887    0.0326948     0.196171
rs1264      7.42504    0.0326953    0.0326948
rs1265      7.22887    0.0653901     0.130781
rs1266      7.45773    0.0653901    0.0653906
rs1267      7.03270    0.0326953    0.0980849
rs1269      7.19617    0.0653906    0.0653901
rs1270      7.42504    0.0326953    0.0653901
rs1276      7.35965    0.0326953    0.0326948
rs1278      7.03270    0.0326953    0.0653901
rs1280      7.55582    0.0653901     0.196171
rs1281      7.52312    0.0653906    0.0326948
rs1283      7.42504    0.0980854    0.0980854
rs1284      7.55582    0.0326948    0.0653906
rs1285      7.52312     0.130781     0.196170
rs1286      7.16348    0.0653901    0.0980854
rs1289      7.42504    0.0326953    0.0653901
rs1290      7.58851    0.0653901    0.0980854
rs1291      7.22887      0.00000    0.0326953
rs1292      7.09809    0.0653901     0.163476
rs1293      7.13078    0.0326948    0.0326953
rs1294      7.06539    0.0326948    0.0653901
rs1295      7.62121    0.0980854     0.130780
rs1296      7.62121    0.0653906    0.0653901
rs1297      7.42504    0.0326953    0.0326948
rs1298      7.35965    0.0653901    0.0980849
rs1299      7.52312    0.0653906    0.0326948
rs1301      7.09809    0.0980854     0.196171
rs1302      7.39234    0.0653901    0.0653901
rs1303      7.19617    0.0980854     0.163476
rs1304      7.71929    0.0980849    0.0653906
rs1310      7.22887    0.0653901    0.0653906
rs1337      7.00000      0.00000      0.00000
rs1359      7.39234      0.00000    0.0326953
rs1368      7.71929     0.196170     0.588512
rs1437      7.06539    0.0653901    0.0653901
rs1518      7.42504     0.163476     0.130780
